idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
873	Men tað er siður hjá tykkum , at eg sleppi tykkum einum leysum um páskirnar .	men tað er siður hjá tykkum at eg sleppi tykkum einum leysum um páskirnar	men tað er siður hjá tykkum at eg sleppi tykkum einum leysum um páskirnar	O O C O O O O O C O O O O O	men tað siður hjá tykkum at eg sleppi tykkum einum leysum er um páskirnar	O O O O O O O C O O O F O O
874	"Vilja tit nú , at eg skal sleppa tykkum kongi Jödanna leysum ? """	vilja tit nú at eg skal sleppa tykkum kongi jödanna leysum	tit vilja nú at skal eg sleppa tykkum kongi jödanna leysum	O F O O F O C O O O O	vilja tit nú sleppa at eg tykkum skal kongi jödanna leysum	C O O F O O O F O O O
875	"Teir rópaðu tá aftur og sögdu : "" Nei , ikki honum , men Barabbasi . """	teir rópaðu tá aftur og sögdu nei ikki honum men barabbasi	teir rópaðu tá aftur og nei sögdu ikki honum men barabbasi	O C O O O O F O O O O	teir rópaðu tá aftur og nei ikki sögdu honum men barabbasi	O C O O O O O F O O O
876	Men Barabbas var ránsmaður .	men barabbas var ránsmaður	men var barabbas ránsmaður	O F O O	men barabbas ránsmaður var	O O O F
877	Tá tók Pilatus Jesus og húðflongdi hann .	tá tók pilatus jesus og húðflongdi hann	tá tók pilatus jesus og húðflongdi hann	O C O O O C O	tá tók pilatus húðflongdi jesus og hann	O C O F O O O
878	"Og hermenninir flættaðu eina krúnu av tornum og settu á hövdið á honum og kastaðu ein skarlakskappa uttan um hann , og teir gingu yvir til hansara og sögdu : "" Heilur og sælur , kongur Jödanna ! """	og hermenninir flættaðu eina krúnu av tornum og settu á hövdið á honum og kastaðu ein skarlakskappa uttan um hann og teir gingu yvir til hansara og sögdu heilur og sælur kongur jödanna	og hermenninir eina flættaðu krúnu av tornum settu og á hövdið á honum og kastaðu ein skarlakskappa uttan um hann og teir gingu yvir til hansara og heilur sögdu og sælur kongur jödanna	O O O F O O O F O O O O O O C O O O O O O O C O O O O O F O O O O	og hermenninir settu flættaðu eina krúnu av tornum og á kastaðu hövdið á honum gingu og ein skarlakskappa uttan um hann og teir yvir til hansara og sögdu heilur og sælur kongur jödanna	O O F C O O O O O O F O O O F O O O O O O O O O O O O C O O O O O
879	Og teir slógu hann í andlitið .	og teir slógu hann í andlitið	og slógu teir hann í andlitið	O F O O O O	og teir hann í slógu andlitið	O O O O F O
880	"Og Pilatus fór tá út aftur og sigur við teir : "" Sí , eg komi nú við honum út til tykkara , fyri at tit skulu vita , at eg finni onga sök hjá honum . """	og pilatus fór tá út aftur og sigur við teir sí eg komi nú við honum út til tykkara fyri at tit skulu vita at eg finni onga sök hjá honum	og pilatus fór tá út aftur og sigur við teir komi sí eg nú við honum út til tykkara fyri at tit skulu vita at eg onga finni sök hjá honum	O O C O O O O C O O F F O O O O O O O O O O C C O O O F O O O	og pilatus fór sigur tá út aftur og við teir vita komi eg sí nú við honum út til tykkara fyri at tit skulu at eg finni onga sök hjá honum	O O C F O O O O O O F F O F O O O O O O O O O C O O C O O O O
881	"Jesus gekk tá út við tornakrúnuni á hövdi og í skarlakskappanum , og Pilatus sigur við teir : "" Sí , her er maðurin ! """	jesus gekk tá út við tornakrúnuni á hövdi og í skarlakskappanum og pilatus sigur við teir sí her er maðurin	gekk jesus tá út við tornakrúnuni á hövdi og í skarlakskappanum og pilatus sigur við teir sí her maðurin er	F O O O O O O O O O O O O C O O C O O F	jesus er tá út við tornakrúnuni á hövdi og í skarlakskappanum gekk og pilatus sigur við teir sí her maðurin	O F O O O O O O O O O F O O C O O C O O
882	"Tá ið nú hövuðsprestarnir og sveinarnir sóu hann , rópaðu teir og sögdu : "" Krossfest , krossfest ! """	tá ið nú hövuðsprestarnir og sveinarnir sóu hann rópaðu teir og sögdu krossfest krossfest	tá ið nú hövuðsprestarnir og sóu sveinarnir hann rópaðu teir og sögdu krossfest krossfest	O O O O O F O O C O O C F F	tá ið nú hövuðsprestarnir og krossfest sveinarnir sóu hann rópaðu teir og krossfest sögdu	O O O O O F O C O C O O C F
883	"Pilatus sigur við teir : "" Takið tit hann og krossfestið hann ; tí at eg finni onga sök hjá honum . """	pilatus sigur við teir takið tit hann og krossfestið hann tí at eg finni onga sök hjá honum	pilatus sigur við teir takið tit hann og hann krossfestið tí at finni eg onga sök hjá honum	O C O O C O O O O F O O F O O O O O	pilatus við teir takið tit hann sigur og krossfestið hann tí at finni eg onga sök hjá honum	O O O C O O F O C O O O F O O O O O
884	"Jödarnir svaraðu honum : "" Vit hava lóg , og eftir lógini eigur hann at doyggja ; tí at hann hevur gjört seg sjálvan til Guðs son . """	jödarnir svaraðu honum vit hava lóg og eftir lógini eigur hann at doyggja tí at hann hevur gjört seg sjálvan til guðs son	jödarnir svaraðu honum vit hava lóg og eftir lógini hann eigur doyggja at tí at hann hevur gjört seg sjálvan til guðs son	O C O O C O O O O O F F O O O O C C O O O O O	jödarnir honum vit hava lóg og eftir lógini eigur hann svaraðu at tí at gjört hann hevur seg sjálvan til guðs doyggja son	O O O C O O O O C O F O O O F O C O O O O F O
885	"Tá ið nú Pilatus hoyrdi hetta orðið , kom enn meiri ótti á hann ; og hann fór inn aftur í borgina og sigur við Jesus : "" Hvaðan ert tú ? """	tá ið nú pilatus hoyrdi hetta orðið kom enn meiri ótti á hann og hann fór inn aftur í borgina og sigur við jesus hvaðan ert tú	tá ið nú pilatus hetta hoyrdi kom orðið enn meiri ótti á hann og hann fór inn aftur í borgina og sigur við jesus hvaðan tú ert	O O O O O F F O O O O O O O O C O O O O O C O O O O F	tá kom ið nú pilatus hetta orðið enn meiri ótti á hann hoyrdi og hann fór inn aftur í ert borgina og sigur við jesus hvaðan tú	O F O O O O O O O O O O F O O C O O O F O O C O O O O
886	Men Jesus gav honum einki svar .	men jesus gav honum einki svar	men gav jesus honum einki svar	O F O O O O	men jesus honum gav einki svar	O O O F O O
887	"Pilatus sigur tá við hann : "" Talar tú ikki til mín ?"	pilatus sigur tá við hann talar tú ikki til mín	pilatus sigur tá við hann talar tú ikki til mín	O C O O O C O O O O	pilatus tá við hann talar tú sigur ikki til mín	O O O O C O F O O O
888	"Veitst tú ikki , at eg havi vald at sleppa tær leysum , og at eg havi vald at krossfesta teg ? """	veitst tú ikki at eg havi vald at sleppa tær leysum og at eg havi vald at krossfesta teg	tú veitst ikki at havi eg vald at sleppa tær leysum og at eg havi vald at teg krossfesta	O F O O F O O O C O O O O O C O O O F	tú ikki veitst at eg vald at sleppa tær leysum og at eg krossfesta havi havi vald at teg	O O F O O O O C O O O O O F C F O O O
889	"Jesus svaraði honum : "" Tú hevði als einki vald á mær , um tað ikki var givið tær oman úr erva ."	jesus svaraði honum tú hevði als einki vald á mær um tað ikki var givið tær oman úr erva	svaraði jesus honum tú hevði als einki vald á mær um tað ikki var tær givið oman úr erva	F O O O C O O O O O O O O C O F O O O	jesus honum tú hevði als einki vald á var mær svaraði um tað ikki givið tær oman úr erva	O O O C O O O O F O F O O O C O O O O
890	"Tí hevur tann störri synd , sum gav meg upp í hendur tínar . """	tí hevur tann störri synd sum gav meg upp í hendur tínar	hevur tí tann störri synd sum gav meg upp í hendur tínar	F O O O O O C O O O O O	tí hevur tann störri synd gav sum meg upp í hendur tínar	O C O O O F O O O O O O
891	Eftir hetta royndi Pilatus at sleppa honum leysum .	eftir hetta royndi pilatus at sleppa honum leysum	eftir hetta royndi pilatus at honum sleppa leysum	O O C O O O F O	eftir royndi hetta pilatus at sleppa honum leysum	O F O O O C O O
892	"Men Jödarnir rópaðu og sögdu : "" Sleppir tú honum leysum , tá ert tú ikki vinur keisarans ."	men jödarnir rópaðu og sögdu sleppir tú honum leysum tá ert tú ikki vinur keisarans	men rópaðu jödarnir og sögdu sleppir tú honum leysum tá tú ert ikki vinur keisarans	O F O O C C O O O O O F O O O	men jödarnir rópaðu og sleppir tú honum leysum sögdu tá tú ert ikki vinur keisarans	O O C O C O O O F O O F O O O
893	"Hvör tann , sum ger seg sjálvan til kong , setir seg upp móti keisaranum . """	hvör tann sum ger seg sjálvan til kong setir seg upp móti keisaranum	hvör tann ger sum seg sjálvan til kong setir seg upp móti keisaranum	O O F O O O O O C O O O O	hvör tann sum seg sjálvan til kong setir seg upp ger móti keisaranum	O O O O O O O C O O F O O
894	"Tá ið nú Pilatus hoyrdi hesi orð , fördi hann Jesus út og settist í dómarasætið á einum staði , sum nevnist "" á steinsettum "" á hebráiskum máli : Gabbata ."	tá ið nú pilatus hoyrdi hesi orð fördi hann jesus út og settist í dómarasætið á einum staði sum nevnist á steinsettum á hebráiskum máli gabbata	tá ið nú pilatus hoyrdi hesi orð hann fördi jesus út settist og í dómarasætið á einum staði sum nevnist á steinsettum á hebráiskum máli gabbata	O O O O C O O O F O O F O O O O O O O C O C O O O O	tá ið nú pilatus hesi orð hann jesus út og settist í dómarasætið á einum staði sum nevnist á steinsettum á hoyrdi hebráiskum máli fördi gabbata	O O O O O O O O O O C O O O O O O C O C O F O O F O
895	Men tað var atfangadagur fyri páskir , okkurt um sætta tíma .	men tað var atfangadagur fyri páskir okkurt um sætta tíma	men tað atfangadagur var fyri páskir okkurt um sætta tíma	O O O F O O O O O O	men tað var atfangadagur fyri páskir okkurt um sætta tíma	O O C O O O O O O O
896	"Og hann sigur við Jödarnar : "" Sí , har er kongur tykkara ! """	og hann sigur við jödarnar sí har er kongur tykkara	og sigur hann við jödarnar sí har er kongur tykkara	O F O O O C O C O O	og hann sí sigur við er jödarnar har kongur tykkara	O O F C O F O O O O
897	"Tá rópaðu teir : "" Burtur , burtur við honum !"	tá rópaðu teir burtur burtur við honum	tá teir rópaðu burtur burtur við honum	O O F O O O O	tá teir burtur burtur við rópaðu honum	O O O O O F O
898	"Krossfest hann ! """	krossfest hann	krossfest hann	C O	krossfest hann	C O
899	"Pilatus sigur við teir : "" Skal eg krossfesta kong tykkara ? """	pilatus sigur við teir skal eg krossfesta kong tykkara	sigur pilatus við teir skal eg kong krossfesta tykkara	F O O O C O O F O	pilatus krossfesta við teir skal eg sigur kong tykkara	O F O O C O F O O
900	"Hövuðsprestarnir svaraðu : "" Vit hava ongan kong uttan keisaran . """	hövuðsprestarnir svaraðu vit hava ongan kong uttan keisaran	svaraðu hövuðsprestarnir vit hava ongan kong uttan keisaran	F O O C O O O O	hava hövuðsprestarnir svaraðu vit ongan kong uttan keisaran	F O C O O O O O
901	Tá gav hann hann upp til teirra , at hann skuldi verða krossfestur .	tá gav hann hann upp til teirra at hann skuldi verða krossfestur	tá gav hann hann upp til teirra at hann skuldi verða krossfestur	O C O O O O O O O F F C	tá hann hann upp til teirra at hann krossfestur skuldi verða gav	O O O O O O O O F C C F
902	Teir tóku nú Jesus ; og hann bar sjálvur kross sín og gekk út á tann staðin , sum kallast Ennistaðurin , og sum á hebráiskum eitur Golgata .	teir tóku nú jesus og hann bar sjálvur kross sín og gekk út á tann staðin sum kallast ennistaðurin og sum á hebráiskum eitur golgata	teir tóku nú jesus og hann sjálvur bar kross sín gekk og út á tann staðin sum kallast ennistaðurin og sum á hebráiskum eitur golgata	O C O O O O O F O O F O O O O O O C O O O O O C O	teir nú kallast jesus og hann bar sjálvur kross sín og út á tóku tann staðin sum ennistaðurin og gekk sum á hebráiskum eitur golgata	O O F O O O C O O O O O O F O O O O O F O O O C O
903	Har krossfestu teir hann og saman við honum tveir aðrar , ein hvörjumegin , men Jesus í miðjuni .	har krossfestu teir hann og saman við honum tveir aðrar ein hvörjumegin men jesus í miðjuni	har teir krossfestu hann og saman við honum tveir aðrar ein hvörjumegin men jesus í miðjuni	O O F O O O O O O O O O O O O O	har krossfestu teir hann og saman við honum tveir aðrar ein hvörjumegin men jesus í miðjuni	O C O O O O O O O O O O O O O O
904	"Men Pilatus skrivaði eisini eina yvirskrift og setti hana á krossin ; har stóð skrivað : "" Jesus úr Nasaret , kongur Jödanna . """	men pilatus skrivaði eisini eina yvirskrift og setti hana á krossin har stóð skrivað jesus úr nasaret kongur jödanna	men skrivaði pilatus eisini eina yvirskrift og setti hana á krossin har stóð jesus skrivað úr nasaret kongur jödanna	O F O O O O O C O O O O C O F O O O O	men pilatus skrivaði eisini eina yvirskrift setti og hana á krossin har stóð jesus úr skrivað nasaret kongur jödanna	O O C O O O F O O O O O C O O F O O O
905	Hesa yvirskriftina lósu nú mangir av Jödunum , tí at staðurin , har sum Jesus varð krossfestur , var nær við bygdina , og hon var skrivað á hebráiskum og rómverskum og grikskum máli .	hesa yvirskriftina lósu nú mangir av jödunum tí at staðurin har sum jesus varð krossfestur var nær við bygdina og hon var skrivað á hebráiskum og rómverskum og grikskum máli	hesa lósu yvirskriftina nú mangir av jödunum tí at staðurin har sum jesus varð krossfestur nær var við bygdina og var hon skrivað á hebráiskum og rómverskum og grikskum máli	O F O O O O O O O O O O O C C O F O O O F O C O O O O O O O	hesa yvirskriftina lósu nú mangir av jödunum tí at staðurin har sum jesus nær við bygdina var og hon varð var skrivað á hebráiskum og krossfestur rómverskum og grikskum máli	O O C O O O O O O O O O O O O O F O O F C C O O O F O O O O
906	"Tá sögdu hövuðsprestar Jödanna við Pilatus : "" Skriva ikki : Kongur Jödanna ; men : Hann segði : Eg eri kongur Jödanna . """	tá sögdu hövuðsprestar jödanna við pilatus skriva ikki kongur jödanna men hann segði eg eri kongur jödanna	tá sögdu hövuðsprestar jödanna við pilatus ikki skriva kongur jödanna men segði hann eg eri kongur jödanna	O C O O O O O F O O O F O O C O O	tá skriva hövuðsprestar jödanna við pilatus ikki kongur jödanna men hann segði sögdu eg eri kongur jödanna	O F O O O O O O O O O C F O C O O
907	"Pilatus svaraði : "" Tað , sum eg havi skrivað , havi eg skrivað . """	pilatus svaraði tað sum eg havi skrivað havi eg skrivað	pilatus svaraði tað sum eg havi skrivað havi eg skrivað	O C O O O F F C O C	pilatus svaraði skrivað tað sum skrivað eg havi havi eg	O C F O O F O C C O
908	Tá ið nú hermenninir hövdu krossfest Jesus , tóku teir klæði hansara og býttu tey sundur í fýra lutir , hvörjum hermanni ein lut , somuleiðis kyrtilin ; men kyrtilin var óseymaður , vovin í einum oman í gjögnum .	tá ið nú hermenninir hövdu krossfest jesus tóku teir klæði hansara og býttu tey sundur í fýra lutir hvörjum hermanni ein lut somuleiðis kyrtilin men kyrtilin var óseymaður vovin í einum oman í gjögnum	tá ið nú hermenninir hövdu krossfest jesus tóku teir klæði hansara og býttu tey sundur í fýra lutir hvörjum hermanni ein lut somuleiðis kyrtilin men kyrtilin vovin var óseymaður í einum oman í gjögnum	O O O O F F O C O O O O C O O O O O O O O O O O O O F F O O O O O O	tá ið nú var hermenninir tóku hövdu krossfest jesus teir klæði hansara og býttu tey sundur í fýra lutir hvörjum hermanni ein lut somuleiðis kyrtilin men kyrtilin óseymaður í einum oman í gjögnum vovin	O O O F O F C C O O O O O C O O O O O O O O O O O O O O O O O O O F
909	"Teir sögdu tí hvör við annan : "" Latum okkum ikki skera hann sundur , men latum okkum heldur kasta lut um hann , hvör ið skal fáa hann ; "" tí at skriftin skuldi ganga út : "" Teir býttu klæði míni millum sín , og kastaðu lut um klædning mín . """	teir sögdu tí hvör við annan latum okkum ikki skera hann sundur men latum okkum heldur kasta lut um hann hvör ið skal fáa hann tí at skriftin skuldi ganga út teir býttu klæði míni millum sín og kastaðu lut um klædning mín	teir sögdu tí hvör við annan latum okkum ikki hann skera sundur latum men okkum heldur kasta lut um hann hvör ið skal hann fáa tí at skuldi skriftin ganga út teir býttu klæði míni millum sín og lut kastaðu um klædning mín	O C O O O O C O O O F O F O O O C O O O O O C O F O O F O C O O C O O O O O O F O O O	teir sögdu tí hvör við annan býttu okkum ganga latum ikki skera hann sundur men okkum heldur kasta latum lut um hann hvör ið skal fáa hann tí at skriftin skuldi út teir klæði míni millum sín kastaðu og lut um klædning mín	O C O O O O F O F F O C O O O O O C F O O O O O C C O O O O C O O O O O O F O O O O O
910	Hetta gjördu nú hermenninir .	hetta gjördu nú hermenninir	gjördu hetta nú hermenninir	F O O O	hetta gjördu nú hermenninir	O C O O
911	Men við Jesu kross stóð móðir hansara og móðursystir hansara , Maria , kona Kleopasar , og Maria Magdalena .	men við jesu kross stóð móðir hansara og móðursystir hansara maria kona kleopasar og maria magdalena	men við jesu kross stóð móðir hansara og móðursystir hansara maria kona kleopasar og maria magdalena	O O O O C O O O O O O O O O O O	men við jesu kross móðir hansara og móðursystir hansara maria kona kleopasar og maria stóð magdalena	O O O O O O O O O O O O O O F O
912	"Tá ið nú Jesus sá móður sína og lærusveinin , sum hann elskaði , standa har , sigur hann við móður sína : "" Kvinna , har er sonur tín ! """	tá ið nú jesus sá móður sína og lærusveinin sum hann elskaði standa har sigur hann við móður sína kvinna har er sonur tín	tá ið nú jesus sá móður sína og lærusveinin sum hann elskaði standa har sigur hann við móður sína kvinna har er sonur tín	O O O O C O O O O O O F F O C O O O O O O C O O	tá standa ið elskaði nú jesus sá móður sína og lærusveinin sum hann har sigur hann við móður sína kvinna har er sonur tín	O F O F O O C O O O O O O O C O O O O O O C O O
913	"Síðan sigur hann við lærusveinin : "" Sí , har er móðir tín ! """	síðan sigur hann við lærusveinin sí har er móðir tín	síðan hann sigur við sí lærusveinin har er móðir tín	O O F O F O O C O O	síðan hann sigur við lærusveinin sí er har móðir tín	O O F O O C F O O O
914	Og frá teirri stund tók lærusveinurin hana heim til sín .	og frá teirri stund tók lærusveinurin hana heim til sín	og frá teirri stund tók lærusveinurin hana heim til sín	O O O O C O O O O O	og frá teirri stund lærusveinurin hana heim til tók sín	O O O O O O O O F O
915	"Eftir hetta , tá ið Jesus visti , at alt nú longu var fullgjört , til tess at skriftin skuldi ganga út , sigur hann : "" Eg eri tystur . """	eftir hetta tá ið jesus visti at alt nú longu var fullgjört til tess at skriftin skuldi ganga út sigur hann eg eri tystur	eftir hetta tá ið jesus at visti alt nú var longu fullgjört til tess at skriftin skuldi sigur ganga út hann eg eri tystur	O O O O O O F O O F O C O O O O C F F O O O C O	eftir hetta tá ið jesus at alt nú longu var fullgjört skuldi til tess at eri skriftin ganga út sigur visti hann eg tystur	O O O O O O O O O C C F O O O F O C O C F O O O
916	Har stóð eitt ker fult av ediki .	har stóð eitt ker fult av ediki	har stóð eitt ker fult av ediki	O C O O O O O	har stóð eitt ker fult av ediki	O C O O O O O
917	Teir settu tá ein svamp fullan av ediki á ein ýsopslegg og bóru honum at munni .	teir settu tá ein svamp fullan av ediki á ein ýsopslegg og bóru honum at munni	teir tá settu ein svamp fullan av ediki á ein ýsopslegg bóru og honum at munni	O O F O O O O O O O O F O O O O	teir tá ein svamp fullan av ediki á ein settu ýsopslegg og bóru honum at munni	O O O O O O O O O F O O C O O O
918	"Tá ið Jesus nú hevði fingið edikin , segði hann : "" Tað er fullgjört ! """	tá ið jesus nú hevði fingið edikin segði hann tað er fullgjört	tá ið jesus nú hevði fingið edikin hann segði er tað fullgjört	O O O O C C O O F F O C	fingið segði tá ið jesus nú hevði edikin hann er tað fullgjört	F F O O O O C O O F O C
919	Og hann boygdi hövdið og gav upp andan .	og hann boygdi hövdið og gav upp andan	og hann boygdi hövdið og upp gav andan	O O C O O O F O	og hann hövdið og boygdi gav upp andan	O O O O F C O O
920	Við tað at tað var atfangadagur og fyri tann skuld at likamini ikki skuldu verða hangandi á krossinum um hvíludagin , tí at tann hvíludagurin var mikil , bóðu nú Jödarnir Pilatus um , at beinini í teimum máttu verða brotin sundur , og at tey máttu verða tikin niður .	við tað at tað var atfangadagur og fyri tann skuld at likamini ikki skuldu verða hangandi á krossinum um hvíludagin tí at tann hvíludagurin var mikil bóðu nú jödarnir pilatus um at beinini í teimum máttu verða brotin sundur og at tey máttu verða tikin niður	við tað at var tað atfangadagur og fyri tann skuld at likamini ikki skuldu verða á hangandi krossinum um hvíludagin tí at tann var hvíludagurin mikil bóðu nú jödarnir pilatus um at beinini í teimum máttu verða brotin sundur og at tey máttu verða niður tikin	O O O F O O O O O O O O O C C O F O O O O O O F O O C O O O O O O O O C F F O O O O C C O F	við tað at tað var atfangadagur og fyri tann skuld at likamini ikki skuldu hangandi á krossinum um verða hvíludagin tí brotin at tikin tann hvíludagurin var mikil nú jödarnir pilatus bóðu um at beinini í teimum máttu sundur og at tey verða máttu verða niður	O O O O C O O O O O O O O C C O O O F O O F O F O O F O O O O F O O O O O C O O O O F C C O
921	Hermenninir fóru tí og brutu beinini bæði í hinum fyrra og hinum öðrum , sum hevði verið krossfestur saman við honum .	hermenninir fóru tí og brutu beinini bæði í hinum fyrra og hinum öðrum sum hevði verið krossfestur saman við honum	fóru hermenninir tí og brutu beinini bæði í hinum fyrra og hinum öðrum sum hevði verið krossfestur saman við honum	F O O O C O O O O O O O O O C F F O O O	brutu hermenninir tí og beinini bæði fóru í hinum fyrra og verið hinum öðrum sum hevði krossfestur saman við honum	F O O O O O F O O O O F O O O C C O O O
922	Men tá ið teir komu til Jesus og sóu , at hann longu var deyður , brutu teir ikki bein hansara .	men tá ið teir komu til jesus og sóu at hann longu var deyður brutu teir ikki bein hansara	men tá ið teir komu til jesus og sóu at hann longu brutu var deyður teir ikki bein hansara	O O O O C O O O C O O O F F O O O O O	men tá ið teir til jesus og sóu at var hann longu deyður brutu teir ikki bein komu hansara	O O O O O O O C O F O O O C O O O F O
923	"Og tann , sum hevur sæð tað , hevur vitnað um tað , og vitnisburður hansara er sannur , og hann veit , at hann sigur tað , sum satt er , til tess at eisini tit mega trúgva . Tí at hetta hendi , til tess at skriftin skuldi ganga út : "" Bein skal ikki verða brotið í tí . """	og tann sum hevur sæð tað hevur vitnað um tað og vitnisburður hansara er sannur og hann veit at hann sigur tað sum satt er til tess at eisini tit mega trúgva tí at hetta hendi til tess at skriftin skuldi ganga út bein skal ikki verða brotið í tí	og tann sum hevur sæð tað hevur vitnað um tað og vitnisburður hansara er sannur og hann veit at hann tað sigur sum er satt til tess at eisini tit mega trúgva tí at hetta til hendi tess at skuldi skriftin ganga út bein skal ikki verða brotið í tí	O O O C C O F F O O O O O C O O O C O O O F O F O O O O O O C C O O O O F O O F O C O O C O F F O O	og tann sum tað um tað og vitnisburður hansara er sannur og hann hendi at hann sigur tað sum hevur satt til tess at skal eisini vitnað tit sæð mega trúgva tí at hetta til tess at er skriftin skuldi ganga út bein ikki verða hevur brotið í tí veit	O O O O O O O O O C O O O F O O C O O F O O O O F O F O F C C O O O O O O F O C C O O O C F C O O F
924	"Og upp aftur sigur eitt annað skriftorð : "" Teir skulu líta til hansara , sum teir stungu . """	og upp aftur sigur eitt annað skriftorð teir skulu líta til hansara sum teir stungu	og upp aftur sigur eitt annað skriftorð teir skulu til líta hansara sum stungu teir	O O O C O O O O C O F O O F O	og upp aftur eitt annað skriftorð teir líta til hansara sum teir sigur skulu stungu	O O O O O O O C O O O O F F C
925	Síðan kom Jósef úr Arimateu , sum var ein lærusveinur Jesu , men í duldum , av ótta fyri Jödunum , og bað Pilatus um , at hann mátti taka Jesu likam niður .	síðan kom jósef úr arimateu sum var ein lærusveinur jesu men í duldum av ótta fyri jödunum og bað pilatus um at hann mátti taka jesu likam niður	síðan kom jósef úr arimateu sum var ein lærusveinur jesu men í duldum av ótta fyri jödunum og pilatus bað um at mátti hann taka jesu likam niður	O C O O O O C O O O O O O O O O O O O F O O F O C O O O	síðan kom jósef úr arimateu sum ein lærusveinur jesu men í duldum av ótta fyri jödunum og pilatus um at hann mátti jesu var likam niður taka bað	O C O O O O O O O O O O O O O O O O O O O C O F O O F F
926	Pilatus eftirlíkaði honum .	pilatus eftirlíkaði honum	pilatus eftirlíkaði honum	O C O	pilatus eftirlíkaði honum	O C O
927	Hann kom tí og tók likam hansara .	hann kom tí og tók likam hansara	hann tí kom tók og likam hansara	O O F F O O O	hann kom tók tí og likam hansara	O C F O O O O
928	Men Nikodemus , hann sum í fyrstuni var komin til hansara um náttina , kom eisini og hevði við sær okkurt um hundrað pund av eini blanding av myrru og aloe .	men nikodemus hann sum í fyrstuni var komin til hansara um náttina kom eisini og hevði við sær okkurt um hundrað pund av eini blanding av myrru og aloe	men nikodemus hann sum í fyrstuni var komin til hansara um náttina eisini kom hevði og við sær okkurt um hundrað pund av eini blanding av myrru og aloe	O O O O O O C C O O O O O F F O O O O O O O O O O O O O O	men nikodemus hann sum í fyrstuni var til hansara komin um náttina eisini og hevði við sær okkurt um hundrað pund av eini blanding av myrru og aloe kom	O O O O O O C O O F O O O O C O O O O O O O O O O O O O F
929	Teir tóku nú Jesu likam og sveipaðu tað í línklæði saman við angandi urtum , soleiðis sum siður er hjá Jödum at búgva lík til jarðar .	teir tóku nú jesu likam og sveipaðu tað í línklæði saman við angandi urtum soleiðis sum siður er hjá jödum at búgva lík til jarðar	teir tóku nú jesu likam og sveipaðu tað í línklæði saman við urtum angandi soleiðis sum er siður hjá jödum at búgva lík til jarðar	O C O O O O C O O O O O O F O O F O O O O C O O O	teir tóku nú jesu likam og tað í línklæði saman búgva við urtum soleiðis sum siður er sveipaðu hjá jödum at lík angandi til jarðar	O C O O O O O O O O F O O O O O C F O O O O F O O
930	Men á tí staði , har sum hann hevði verið krossfestur , var urtagarður , og í urtagarðinum nýggj gröv , sum eingin enn hevði verið lagdur í .	men á tí staði har sum hann hevði verið krossfestur var urtagarður og í urtagarðinum nýggj gröv sum eingin enn hevði verið lagdur í	men á tí staði har sum hann hevði verið krossfestur var urtagarður og í urtagarðinum nýggj gröv sum eingin enn hevði verið lagdur í	O O O O O O O C F F C O O O O O O O O O C F F O	men á tí staði har sum hann hevði var verið urtagarður og í urtagarðinum krossfestur nýggj verið gröv sum eingin enn hevði lagdur í	O O O O O O O C C F O O O O F O F O O O O C C O
931	Har lögdu teir nú Jesus fyri atfangadags Jödanna skuld , við tað at grövin var nær .	har lögdu teir nú jesus fyri atfangadags jödanna skuld við tað at grövin var nær	har lögdu teir nú jesus fyri atfangadags jödanna skuld við tað at grövin var nær	O C O O O O O O O O O O O C O	har teir nú jesus fyri atfangadags jödanna skuld lögdu við tað at grövin var nær	O O O O O O O O F O O O O C O
932	Men fyrsta dagin í vikuni kemur Maria Magdalena tíðliga á morgni , meðan tað enn er myrkt , til grövina , og hon sær , at steinurin er tikin burt frá grövini .	men fyrsta dagin í vikuni kemur maria magdalena tíðliga á morgni meðan tað enn er myrkt til grövina og hon sær at steinurin er tikin burt frá grövini	men fyrsta dagin í vikuni maria kemur magdalena tíðliga á morgni meðan tað er enn myrkt til grövina og hon sær at steinurin er burt tikin frá grövini	O O O O O O F O O O O O O F O O O O O O C O O C O F O O	men fyrsta er dagin í vikuni kemur maria magdalena tíðliga á morgni meðan tað enn myrkt til grövina er og hon tikin sær at steinurin burt frá grövini	O O F O O O C O O O O O O O O O O O F O O F C O O O O O
933	"Hon fer tá rennandi og kemur til Símun Pæturs og til hin lærusveinin , hann sum Jesus elskaði , og sigur við teir : "" Teir hava tikið Harran úr grövini , og vit vita ikki , hvar teir hava lagt hann . """	hon fer tá rennandi og kemur til símun pæturs og til hin lærusveinin hann sum jesus elskaði og sigur við teir teir hava tikið harran úr grövini og vit vita ikki hvar teir hava lagt hann	fer hon tá rennandi og kemur til símun pæturs og til hin lærusveinin hann sum jesus sigur elskaði og við teir teir hava tikið harran úr grövini og vit ikki vita hvar hava teir lagt hann	F O O C O C O O O O O O O O O O F F O O O O C C O O O O O O F O F O C O	hon rennandi tikið fer tá og til kemur símun pæturs og til hin lærusveinin hann sum jesus og sigur elskaði vita við teir teir hava harran úr grövini og vit ikki hvar teir hava lagt hann	O F F C O O O F O O O O O O O O O O C F F O O O C O O O O O O O O C C O
