idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
2581	Då de närmade sig , såg de till sin förvåning en lång kö av folk som trängdes utanför dörrarna och försökte komma in .	då de närmade sig såg de till sin förvåning en lång kö av folk som trängdes utanför dörrarna och försökte komma in	då närmade de sig såg de till sin förvåning en lång kö av folk som trängdes utanför dörrarna och försökte komma in	O F O O C O O O O O O O O O O C O O O F F O	då närmade trängdes de sig de till sin förvåning en lång såg kö av folk som utanför dörrarna och försökte komma in	O F F O O O O O O O O F O O O O O O O C C O
2582	Orsaken till tumultet avslöjades av en stor banderoll som var upphängd tvärsöver fasaden :	orsaken till tumultet avslöjades av en stor banderoll som var upphängd tvärsöver fasaden	orsaken till tumultet avslöjades av en stor banderoll som var tvärsöver upphängd fasaden	O O O C O O O O O C O F O	upphängd orsaken till tumultet av en stor avslöjades banderoll som var tvärsöver fasaden	F O O O O O O F O O C O O
2583	GYLLENROY LOCKMAN signerar sin självbiografi Mitt magiska jag i dag kl. 12.30 - 16.30	gyllenroy lockman signerar sin självbiografi mitt magiska jag i dag kl. 12.30 16.30	gyllenroy signerar lockman sin självbiografi mitt magiska jag i dag kl. 12.30 16.30	O F O O O O O O O O O O O	gyllenroy lockman signerar sin självbiografi mitt magiska jag i dag kl. 12.30 16.30	O O C O O O O O O O O O O
2584	""" Han har ju skrivit alla böckerna på vår boklista !"	han har ju skrivit alla böckerna på vår boklista	han har ju skrivit alla böckerna på vår boklista	O C O C O O O O O	han ju skrivit har alla böckerna på vår boklista	O O C F O O O O O
2585	Harry , Ron och Hermione klämde sig in .	harry ron och hermione klämde sig in	harry ron och hermione sig klämde in	O O O O O F O	harry ron och hermione klämde sig in	O O O O C O O
2586	En lång kö ringlade ända bort till bakre änden av affären , där Gyllenroy Lockman satt och signerade sina böcker .	en lång kö ringlade ända bort till bakre änden av affären där gyllenroy lockman satt och signerade sina böcker	en lång ringlade kö ända bort till bakre änden av affären där gyllenroy lockman satt och signerade sina böcker	O O F O O O O O O O O O O O C O C O O	signerade en lång kö ringlade ända bort till bakre änden av affären satt där gyllenroy lockman och sina böcker	F O O O C O O O O O O O F O O O O O O
2587	De ryckte åt sig var sitt exemplar av Kafferast med klagoandar och smög sig fram genom kön till stället där resten av familjen Weasley stod tillsammans med mr och mrs Granger .	de ryckte åt sig var sitt exemplar av kafferast med klagoandar och smög sig fram genom kön till stället där resten av familjen weasley stod tillsammans med mr och mrs granger	de åt ryckte sig var sitt exemplar av kafferast med klagoandar smög och sig fram genom kön till stället där resten av familjen weasley stod tillsammans med mr och mrs granger	O O F O O O O O O O O F O O O O O O O O O O O O C O O O O O O	de åt sig var sitt exemplar av kafferast med klagoandar och smög sig fram genom ryckte kön till stod stället där resten av familjen weasley tillsammans med mr och mrs granger	O O O O O O O O O O O C O O O F O O F O O O O O O O O O O O O
2588	Hon lät andfådd och slätade ideligen till håret .	hon lät andfådd och slätade ideligen till håret	hon lät andfådd och ideligen slätade till håret	O C O O O F O O	slätade hon lät andfådd och ideligen till håret	F O C O O O O O
2589	Gyllenroy Lockman kom långsamt till synes bakom människomassan . Han satt vid ett bord omgivet av stora fotografier av hans eget ansikte . Alla bilderna blinkade och log med bländande vita tänder mot folket i bokhandeln .	gyllenroy lockman kom långsamt till synes bakom människomassan han satt vid ett bord omgivet av stora fotografier av hans eget ansikte alla bilderna blinkade och log med bländande vita tänder mot folket i bokhandeln	gyllenroy kom lockman långsamt till synes bakom människomassan han satt vid ett bord omgivet av stora fotografier av hans eget ansikte alla bilderna log blinkade och med bländande vita tänder mot folket i bokhandeln	O F O O O O O O O C O O O C O O O O O O O O O F F O O O O O O O O O	gyllenroy blinkade lockman kom långsamt till synes bakom människomassan han satt vid ett bord av omgivet stora fotografier av hans eget ansikte alla bilderna och med bländande vita log tänder mot folket i bokhandeln	O F O C O O O O O O C O O O O F O O O O O O O O O O O O F O O O O O
2590	Den verklige Lockman bar en klädnad i förgät-mig-ej-blått som svarade exakt mot färgen på hans ögon , och en spetsig trollkarlshatt satt käckt på svaj på det vågiga håret .	den verklige lockman bar en klädnad i förgät-mig-ej-blått som svarade exakt mot färgen på hans ögon och en spetsig trollkarlshatt satt käckt på svaj på det vågiga håret	den verklige lockman bar en klädnad i förgät-mig-ej-blått som svarade exakt mot färgen på hans ögon och en spetsig trollkarlshatt käckt satt på svaj på det vågiga håret	O O O C O O O O O C O O O O O O O O O O O F O O O O O O	den verklige lockman bar en klädnad i förgät-mig-ej-blått som exakt mot färgen på hans ögon och en spetsig trollkarlshatt satt käckt på svarade svaj på det vågiga håret	O O O C O O O O O O O O O O O O O O O C O O F O O O O O
2591	En kortväxt man med irriterad min studsade omkring och fotograferade med en stor svart kamera som sände ut purpurröda rökpuffar varje gång han brände av en blixt .	en kortväxt man med irriterad min studsade omkring och fotograferade med en stor svart kamera som sände ut purpurröda rökpuffar varje gång han brände av en blixt	en kortväxt man med irriterad studsade min omkring och fotograferade med en stor svart kamera som sände ut purpurröda rökpuffar varje gång han av brände en blixt	O O O O O F O O O C O O O O O O C O O O O O O O F O O	en kortväxt man med irriterad min omkring och fotograferade med en stor svart kamera som studsade sände ut purpurröda rökpuffar varje gång han av en blixt brände	O O O O O O O O C O O O O O O F C O O O O O O O O O F
2592	Ja , se på henne , knölar på stortårna , svällande tjock , knorvig i håret , tjurskallig , mjukhjärtad och styvsint som en cowboy .	ja se på henne knölar på stortårna svällande tjock knorvig i håret tjurskallig mjukhjärtad och styvsint som en cowboy	se ja på henne knölar på stortårna svällande tjock knorvig i håret tjurskallig mjukhjärtad och styvsint som en cowboy	F O O O O O O O O O O O O O O O O O O	ja på se henne knölar på stortårna svällande tjock knorvig i håret tjurskallig mjukhjärtad och styvsint som en cowboy	O O F O O O O O O O O O O O O O O O O
2593	Jag hade sett det hända andra .	jag hade sett det hända andra	jag hade sett det andra hända	O C C O O F	jag hade hända sett det andra	O C F F O O
2594	Jag ville inte att det skulle hända mig .	jag ville inte att det skulle hända mig	ville jag inte att det skulle hända mig	F O O O O C C O	jag hända ville inte att det skulle mig	O F C O O O C O
2595	Ödet . Fortunas hjul snurrade till och ut ramlade jag framför fötterna på Jove .	ödet fortunas hjul snurrade till och ut ramlade jag framför fötterna på jove	ödet fortunas hjul till snurrade och ramlade ut jag framför fötterna på jove	O O O O F O F O O O O O O	ödet fortunas hjul ramlade snurrade till och ut jag framför fötterna på jove	O O O F C O O O O O O O O
2596	Ännu en svindlande runda och där är Stella som väntar på att hjälpa mig ur det .	ännu en svindlande runda och där är stella som väntar på att hjälpa mig ur det	ännu en svindlande runda och där är stella som väntar på att mig hjälpa ur det	O O O O O O C O O C O O O F O O	ännu väntar en svindlande runda och där är stella som på att hjälpa mig ur det	O F O O O O O C O O O O C O O O
2597	Men vem snurrar hjulet ?	men vem snurrar hjulet	men snurrar vem hjulet	O F O O	men vem snurrar hjulet	O O C O
2598	Jag lovar och svär att jag hade händerna bakbundna .	jag lovar och svär att jag hade händerna bakbundna	jag lovar och svär att jag händerna hade bakbundna	O C O C O O O F O	jag och svär att lovar jag hade händerna bakbundna	O O C O F O C O O
2599	Varken min mor eller min far klarade av att möta sextiotalet .	varken min mor eller min far klarade av att möta sextiotalet	varken min mor eller min klarade far av att möta sextiotalet	O O O O O F O O O C O	varken min mor eller min klarade far av att möta sextiotalet	O O O O O F O O O C O
2600	Kjolarna var för korta , håret var för långt och den populära färgkombinationen av lila och orange fick min mor att se ut som en vampyr och min far som Matisse .	kjolarna var för korta håret var för långt och den populära färgkombinationen av lila och orange fick min mor att se ut som en vampyr och min far som matisse	kjolarna var för korta håret för var långt och den populära färgkombinationen av lila och fick orange min mor att se ut som en vampyr och min far som matisse	O C O O O O F O O O O O O O O F O O O O C O O O O O O O O O	kjolarna för korta håret var för långt och den populära var fick färgkombinationen av lila och orange min mor att se ut som en vampyr och min far som matisse	O O O O C O O O O O F F O O O O O O O O C O O O O O O O O O
2601	De var speciellt malplacerade för det generalangrepp på det förflutna som sextiotalet representerade , eftersom de bodde i Liverpool .	de var speciellt malplacerade för det generalangrepp på det förflutna som sextiotalet representerade eftersom de bodde i liverpool	de var speciellt malplacerade för det generalangrepp på det förflutna som sextiotalet eftersom representerade bodde de i liverpool	O C O O O O O O O O O O O F F O O O	de representerade speciellt malplacerade var för det generalangrepp på det förflutna som sextiotalet eftersom de bodde i liverpool	O F O O F O O O O O O O O O O C O O
2602	Liverpool , som borde ha halvsovit sig igenom sextiotalet på samma sätt som de hade gjort genom alla andra decennier , frambringade ju Beatles .	liverpool som borde ha halvsovit sig igenom sextiotalet på samma sätt som de hade gjort genom alla andra decennier frambringade ju beatles	liverpool som borde ha sig halvsovit igenom sextiotalet på samma sätt som hade de gjort genom alla andra decennier frambringade ju beatles	O O C C O F O O O O O O F O C O O O O C O O	liverpool som borde halvsovit sig igenom sextiotalet ha på samma gjort sätt som de genom alla andra decennier frambringade hade ju beatles	O O C C O O O F O O F O O O O O O O C F O O
2603	Mina föräldrar föll offer för the Merseybeat .	mina föräldrar föll offer för the merseybeat	mina föräldrar offer föll för the merseybeat	O O O F O O O	mina föräldrar föll offer för the merseybeat	O O C O O O O
2604	Jag föddes på en bogserbåt .	jag föddes på en bogserbåt	föddes jag på en bogserbåt	F O O O O	jag föddes på en bogserbåt	O C O O O
2605	Min mor framfödde mig i en trasslig hög med filtar medan min nattvagabonderande far bogserade in de stora fartygen .	min mor framfödde mig i en trasslig hög med filtar medan min nattvagabonderande far bogserade in de stora fartygen	min mor framfödde mig i en trasslig hög med filtar medan min nattvagabonderande far bogserade in de stora fartygen	O O C O O O O O O O O O O O C O O O O	min mor mig i en trasslig hög med framfödde filtar medan min nattvagabonderande far bogserade in de stora fartygen	O O O O O O O O F O O O O O C O O O O
2606	Kanske var det allvaret i vårt ärende som drev oss båda till gapskratt , känslans ytterligheter som så lätt ramlade över i sina motsatser .	kanske var det allvaret i vårt ärende som drev oss båda till gapskratt känslans ytterligheter som så lätt ramlade över i sina motsatser	kanske det var allvaret i vårt ärende drev som oss båda till gapskratt känslans ytterligheter som så lätt ramlade över i sina motsatser	O O F O O O O F O O O O O O O O O O C O O O O	kanske var det allvaret i vårt ärende som oss båda till gapskratt känslans ytterligheter drev som så lätt ramlade över i sina motsatser	O C O O O O O O O O O O O O F O O O C O O O O
2607	Fast det låg förstås för oss båda en lättnad i att hitta ett mänskligt ansikte bakom monstermasken : monsterhustrun , monsterälskarinnan , och hur var det med monstermannen ?	fast det låg förstås för oss båda en lättnad i att hitta ett mänskligt ansikte bakom monstermasken monsterhustrun monsterälskarinnan och hur var det med monstermannen	fast det låg förstås för oss båda en lättnad i att ett hitta mänskligt ansikte bakom monstermasken monsterhustrun monsterälskarinnan och var hur det med monstermannen	O O C O O O O O O O O O F O O O O O O O F O O O O	fast det låg förstås för oss båda en lättnad i att ett mänskligt ansikte bakom monstermasken monsterhustrun monsterälskarinnan och var hur det hitta med monstermannen	O O C O O O O O O O O O O O O O O O O F O O F O O
2608	Berätta historien så som den gick till .	berätta historien så som den gick till	berätta historien så som den gick till	C O O O O C O	historien så berätta som den gick till	O O F O O C O
2609	Varför störde jag då den ytan ?	varför störde jag då den ytan	varför jag störde då den ytan	O O F O O O	varför jag då den ytan störde	O O O O O F
2610	Det var inte i mig själv jag blev förälskad , det var i henne .	det var inte i mig själv jag blev förälskad det var i henne	var det inte i mig själv jag blev förälskad det var i henne	F O O O O O O C O O C O O	var det blev inte i mig själv jag förälskad det var i henne	F O F O O O O O O O C O O
2611	""" Väntar du på någon ? "" sa jag ."	väntar du på någon sa jag	du väntar på sa någon jag	O F O F O O	du på väntar någon sa jag	O O F O C O
2612	""" Jag gjorde det . """	jag gjorde det	jag gjorde det	O C O	jag det gjorde	O O F
2613	""" Vi ska flytta till London "" , sa han ."	vi ska flytta till london sa han	vi ska till flytta sa london han	O C O F F O O	ska vi flytta till london sa han	F O C O O C O
2614	""" Därför att pappa har fått ett nytt jobb . """	därför att pappa har fått ett nytt jobb	därför att pappa har fått ett nytt jobb	O O O C C O O O	därför att pappa har ett fått nytt jobb	O O O C O F O O
2615	Farmor var här , från topp till tå insvept i yllesjalar och med hela ansiktet dolt av en toppluva .	farmor var här från topp till tå insvept i yllesjalar och med hela ansiktet dolt av en toppluva	farmor här var från topp till tå insvept i yllesjalar och med hela dolt ansiktet av en toppluva	O O F O O O O O O O O O O F O O O O	farmor här från topp till tå insvept i yllesjalar och var med hela ansiktet dolt av en toppluva	O O O O O O O O O O F O O O C O O O
2616	Hon lagade varm choklad åt oss och mor for iväg i en taxi .	hon lagade varm choklad åt oss och mor for iväg i en taxi	hon lagade varm choklad åt oss och mor for iväg i en taxi	O C O O O O O O C O O O O	hon lagade for varm choklad åt oss och mor iväg i en taxi	O C F O O O O O O O O O O
2617	Jag vaknade i den uppochnervända lägenheten .	jag vaknade i den uppochnervända lägenheten	jag i vaknade den uppochnervända lägenheten	O O F O O O	jag i vaknade den uppochnervända lägenheten	O O F O O O
2618	Jag kröp fram ur de sönderklippta sängkläderna och gick ut i badrummet .	jag kröp fram ur de sönderklippta sängkläderna och gick ut i badrummet	kröp jag fram ur de sönderklippta sängkläderna och gick ut i badrummet	F O O O O O O O C O O O	jag kröp fram ur de sönderklippta sängkläderna och ut i gick badrummet	O C O O O O O O O O F O
2619	Vitheten och kromen var en helgedom åt Chanel .	vitheten och kromen var en helgedom åt chanel	vitheten och kromen var en helgedom åt chanel	O O O C O O O O	vitheten och var kromen en helgedom åt chanel	O O F O O O O O
2620	En dag när mor körde mig till skolan verkade gatorna ovanligt öde .	en dag när mor körde mig till skolan verkade gatorna ovanligt öde	en dag när mor mig körde till verkade skolan gatorna ovanligt öde	O O O O O F O F O C O O	en dag när mor verkade mig till körde skolan gatorna ovanligt öde	O O O O F O O F O C O O
2621	Vi parkerade , trots att vi var den enda bilen på den vägsträckan , och började sakta promenera hand i hand genom några lätt fladdrande avspärrningar av papper och tråd .	vi parkerade trots att vi var den enda bilen på den vägsträckan och började sakta promenera hand i hand genom några lätt fladdrande avspärrningar av papper och tråd	vi parkerade trots att vi den var enda bilen på den vägsträckan började och sakta promenera hand i hand genom några lätt fladdrande avspärrningar av papper och tråd	O C O O O O F O O O O O F O O C O O O O O O O O O O O O	vi parkerade trots att vi den enda bilen på den vägsträckan och sakta promenera hand var i hand genom några lätt fladdrande avspärrningar av papper och började tråd	O C O O O O O O O O O O O C O F O O O O O O O O O O F O
2622	På avstånd såg vi en polis som vinkade åt oss och vi vinkade tillbaka .	på avstånd såg vi en polis som vinkade åt oss och vi vinkade tillbaka	på avstånd såg vi en polis som åt vinkade oss och vinkade vi tillbaka	O O C O O O O O F O O F O O	på avstånd vi en vinkade polis som vinkade åt oss och vi tillbaka såg	O O O O F O O C O O O O O F
2623	Vi hörde en lastbil komma bakifrån och mor berättade att det var ett TV-team som kom , något som jag tyckte var spännande eftersom jag aldrig hade sett en TV .	vi hörde en lastbil komma bakifrån och mor berättade att det var ett tv-team som kom något som jag tyckte var spännande eftersom jag aldrig hade sett en tv	vi hörde en lastbil komma bakifrån och mor att berättade var det ett tv-team som kom något som jag tyckte spännande var eftersom jag hade aldrig sett en tv	O C O O C O O O O F F O O O O C O O O C O F O O F O C O O	vi hörde hade berättade en lastbil komma bakifrån var och tyckte mor att det var ett tv-team som något som jag spännande eftersom jag aldrig sett en kom tv	O C F F O O C O F O F O O O C O O O O O O O O O O C O F O
2624	Ingenting som hade funnits på marknaden under så kort tid som tio år hade en chans att imponera på min far .	ingenting som hade funnits på marknaden under så kort tid som tio år hade en chans att imponera på min far	ingenting som hade på funnits marknaden under så kort tid som tio hade år en chans att imponera på min far	O O C O F O O O O O O O F O O O O C O O O	ingenting funnits som hade på marknaden under så kort tid som tio år en hade chans att imponera på min far	O F O C O O O O O O O O O O F O O C O O O
2625	""" Är du lycklig , Alice ? """	är du lycklig alice	är du lycklig alice	C O O O	du lycklig alice är	O O O F
2626	Det borde ha varit ett roligt liv men ingen av dem var lycklig .	det borde ha varit ett roligt liv men ingen av dem var lycklig	det borde ha varit ett roligt liv men ingen av dem var lycklig	O F F C O O O O O O O C O	det borde ha ett roligt var liv men varit ingen av dem lycklig	O C C O O F O O F O O O O
2627	När jag var fem år gammal gick min far på tabletter och min mor på gin .	när jag var fem år gammal gick min far på tabletter och min mor på gin	när jag fem var år gick gammal min far på tabletter och min mor på gin	O O O F O F O O O O O O O O O O	när jag fem år var gammal gick min far på tabletter och min mor på gin	O O O O F O C O O O O O O O O O
2628	Jag tror att jag var lycklig , på det där enerverande beslutsamma sättet som barn är lyckliga på , och det var den lyckan som fungerade som en magnet på båda mina föräldrar .	jag tror att jag var lycklig på det där enerverande beslutsamma sättet som barn är lyckliga på och det var den lyckan som fungerade som en magnet på båda mina föräldrar	jag tror att jag var lycklig på det där enerverande beslutsamma sättet som barn lyckliga är på och var det den lyckan som fungerade som en magnet på båda mina föräldrar	O C O O C O O O O O O O O O O F O O F O O O O C O O O O O O O	jag att tror jag var lycklig på det där enerverande beslutsamma sättet som barn lyckliga var på och är det den lyckan som fungerade som en magnet på båda mina föräldrar	O O F O C O O O O O O O O O O F O O F O O O O C O O O O O O O
2629	De drogs till den , de ville ha den , och i stället för att acceptera den började de plocka sönder den .	de drogs till den de ville ha den och i stället för att acceptera den började de plocka sönder den	de drogs till den de ville ha den och i stället för att acceptera den började de sönder plocka den	O C O O O F F O O O O O O C O C O O F O	de till drogs den de ville den och i ha stället plocka för att acceptera den började de sönder den	O O F O O C O O O F O F O O C O C O O O
2630	Till slut kom vi till en liten krog i en ruffig del av stan .	till slut kom vi till en liten krog i en ruffig del av stan	till kom slut vi till en liten krog i en ruffig del av stan	O F O O O O O O O O O O O O	till slut vi till kom en liten krog i en ruffig del av stan	O O O O F O O O O O O O O O
2631	Hon svischade in och vi satte oss vid ett illavarslande småtrevligt bord med rutig duk , två nejlikor och ett par grissinistänger .	hon svischade in och vi satte oss vid ett illavarslande småtrevligt bord med rutig duk två nejlikor och ett par grissinistänger	hon svischade in och vi satte oss vid ett illavarslande småtrevligt bord med rutig duk två nejlikor och ett par grissinistänger	O C O O O C O O O O O O O O O O O O O O O	hon svischade in och vi oss vid ett illavarslande småtrevligt bord med rutig duk två nejlikor och ett par grissinistänger satte	O C O O O O O O O O O O O O O O O O O O F
2632	En pojke kom ut med en karaff rödvin och en skål oliver .	en pojke kom ut med en karaff rödvin och en skål oliver	en pojke ut kom med en karaff rödvin och en skål oliver	O O O F O O O O O O O O	en pojke ut med en kom karaff rödvin och en skål oliver	O O O O O F O O O O O O
2633	Han räckte oss matsedlarna som vore detta bara en vanlig middag en vanlig dag .	han räckte oss matsedlarna som vore detta bara en vanlig middag en vanlig dag	räckte han oss matsedlarna som vore detta bara en vanlig middag en vanlig dag	F O O O O C O O O O O O O O	han räckte oss matsedlarna som detta bara en vanlig middag en vanlig dag vore	O C O O O O O O O O O O O F
2634	Jag hade råkat i klorna på familjen Borgia och nu ville de få mig att äta .	jag hade råkat i klorna på familjen borgia och nu ville de få mig att äta	jag hade i råkat klorna på familjen borgia och ville nu de få mig att äta	O C O F O O O O O F O O C O O C	jag råkat i klorna på hade familjen äta borgia och nu ville de få mig att	O C O O O F O F O O O C O C O O
2635	När han upphörde med att hålla upp mig i ljuset började han hålla upp mig framför spegeln .	när han upphörde med att hålla upp mig i ljuset började han hålla upp mig framför spegeln	när han med upphörde hålla att upp mig i ljuset började han hålla upp mig framför spegeln	O O O F F O O O O O C O C O O O O	när han upphörde med att hålla upp mig i började hålla ljuset han upp mig framför spegeln	O O C O O C O O O F F O O O O O O
2636	Han ville jämföra oss , sida vid sida , var jag lik honom ?	han ville jämföra oss sida vid sida var jag lik honom	han ville jämföra oss sida vid sida var jag lik honom	O F F O O O O C O O O	han jämföra oss sida vid sida var jag ville lik honom	O C O O O O C O F O O
2637	Han hade pengar så det räckte .	han hade pengar så det räckte	han hade pengar så det räckte	O C O O O C	han hade pengar räckte så det	O C O F O O
2638	Det var hans liv som höll på att gå i kvav .	det var hans liv som höll på att gå i kvav	det hans var liv höll som på att gå i kvav	O O F O F O O O C O O	gå det var hans liv som höll på att i kvav	F O C O O O C O O O O
2639	Hans vänner tolkade hans förbittring som en normal reaktion på en besvärlig situation .	hans vänner tolkade hans förbittring som en normal reaktion på en besvärlig situation	hans vänner hans tolkade förbittring som en normal reaktion på en besvärlig situation	O O O F O O O O O O O O O	hans vänner tolkade hans förbittring som en normal reaktion på en besvärlig situation	O O C O O O O O O O O O O
2640	Mor var av den okomplicerade åsikten att en man måste ha sitt jobb .	mor var av den okomplicerade åsikten att en man måste ha sitt jobb	var mor av den okomplicerade åsikten att en man måste ha sitt jobb	F O O O O O O O O C C O O	mor var av den okomplicerade åsikten ha att en man måste sitt jobb	O C O O O O F O O O C O O
2641	Far var emellertid inte okomplicerad , och han var fortfarande tillräckligt medveten för att vrida och vända på sin egen mask och fråga sig vad den föreställde .	far var emellertid inte okomplicerad och han var fortfarande tillräckligt medveten för att vrida och vända på sin egen mask och fråga sig vad den föreställde	far emellertid var inte okomplicerad och var han fortfarande tillräckligt medveten för att vrida och vända på sin egen mask och sig fråga vad föreställde den	O O F O O O F O O O O O O C O C O O O O O O F O F O	far var emellertid inte okomplicerad och han var fortfarande tillräckligt medveten för att vända vrida och på sin egen mask och sig fråga vad föreställde den	O C O O O O O C O O O O O F C O O O O O O O F O F O
2642	Mot sin vana gick han och sökte upp min farmor .	mot sin vana gick han och sökte upp min farmor	mot sin vana gick han och sökte upp min farmor	O O O C O O C O O O	mot sin vana han och sökte upp gick min farmor	O O O O O C O F O O
2643	Några månader senare drabbades den stolte självbelåtne Zeus av huvudvärk och for vrålande över jorden hotande att klyva himlen med sin smärta .	några månader senare drabbades den stolte självbelåtne zeus av huvudvärk och for vrålande över jorden hotande att klyva himlen med sin smärta	några månader senare den drabbades stolte självbelåtne zeus av huvudvärk for och vrålande över jorden hotande att klyva himlen med sin smärta	O O O O F O O O O O F O C O O O O C O O O O	några månader senare drabbades den stolte självbelåtne zeus av huvudvärk for och över jorden hotande att klyva vrålande himlen med sin smärta	O O O C O O O O O O F O O O O O C F O O O O
2644	Det var Hermes som berättade för honom om orsaken till hans besvär och Hefaistos , smideskonstens halte gud , som tog en hammare och en kil och bände upp skallen på sin härskare Zeus .	det var hermes som berättade för honom om orsaken till hans besvär och hefaistos smideskonstens halte gud som tog en hammare och en kil och bände upp skallen på sin härskare zeus	det hermes var berättade som för honom om orsaken till hans besvär och hefaistos smideskonstens halte gud som tog en hammare och en kil och bände upp skallen på sin härskare zeus	O O F F O O O O O O O O O O O O O O C O O O O O O C O O O O O O	det var hermes som för honom om orsaken till hans besvär och hefaistos smideskonstens halte gud som tog en bände hammare och berättade en kil och upp skallen på sin härskare zeus	O C O O O O O O O O O O O O O O O C O F O O F O O O O O O O O O
2645	Ut kom Athena , högrest , stark , vacker , och sin faders barn .	ut kom athena högrest stark vacker och sin faders barn	ut athena kom högrest stark vacker och sin faders barn	O O F O O O O O O O	ut athena högrest stark kom vacker och sin faders barn	O O O O F O O O O O
2646	""" Du måste tycka att det är trist där borta "" , sa min mor ."	du måste tycka att det är trist där borta sa min mor	måste du tycka att det är trist där borta min sa mor	F O C O O C O O O O F O	sa du måste är tycka att det trist där borta min mor	F O C F C O O O O O O O
2647	Men det var senare , och år 1959 levde min far i nuets fullkomlighet , han kunde inte göra någonting fel .	men det var senare och år 1959 levde min far i nuets fullkomlighet han kunde inte göra någonting fel	men var det senare och år 1959 levde min far i nuets fullkomlighet han kunde inte någonting göra fel	O F O O O O O C O O O O O O C O O F O	men det var senare och år 1959 min far i nuets fullkomlighet han inte levde kunde göra någonting fel	O O C O O O O O O O O O O O F F C O O
2648	Lastbilen stannade bredvid oss och fyra helt svartklädda unga män sprang förbi oss .	lastbilen stannade bredvid oss och fyra helt svartklädda unga män sprang förbi oss	stannade lastbilen bredvid oss och fyra helt svartklädda unga män sprang förbi oss	F O O O O O O O O O C O O	lastbilen stannade bredvid oss och fyra helt svartklädda unga män förbi sprang oss	O C O O O O O O O O O F O
2649	Tre av dem bar på gitarrer , en hade trumpinnar .	tre av dem bar på gitarrer en hade trumpinnar	tre av dem bar på gitarrer en trumpinnar hade	O O O C O O O O F	tre bar av dem på gitarrer en hade trumpinnar	O F O O O O O C O
2650	Jag hade sett svartklädda människor förut .	jag hade sett svartklädda människor förut	hade jag sett svartklädda människor förut	F O C O O O	jag sett hade svartklädda människor förut	O C F O O O
2651	""" Det är inte farligt "" , sa farmor ."	det är inte farligt sa farmor	det är inte farligt farmor sa	O C O O O F	det inte farligt är sa farmor	O O O F C O
2652	""" Se på mig . """	se på mig	se på mig	C O O	se på mig	C O O
2653	Man och hustru . Man och revben . Vad kunde vara mer normalt än det ?	man och hustru man och revben vad kunde vara mer normalt än det	man och hustru man och revben kunde vad vara mer normalt än det	O O O O O O F O C O O O O	man och hustru man kunde och revben vad vara mer normalt än det	O O O O F O O O C O O O O
2654	Och nu fick de barn .	och nu fick de barn	och nu de fick barn	O O O F O	och nu fick de barn	O O C O O
2655	Det vill säga min mor födde min fars barn .	det vill säga min mor födde min fars barn	vill det säga min mor födde min fars barn	F O C O O C O O O	det säga vill min mor födde min fars barn	O C F O O C O O O
2656	Det var annorlunda när mina systrar föddes , men jag var Athena .	det var annorlunda när mina systrar föddes men jag var athena	det annorlunda var när mina föddes systrar men jag var athena	O O F O O F O O O C O	det var annorlunda när föddes mina systrar men jag var athena	O C O O F O O O O C O
2657	Athena föddes fullt utvecklad ur huvudet på Zeus .	athena föddes fullt utvecklad ur huvudet på zeus	athena föddes fullt ur utvecklad huvudet på zeus	O C O O F O O O	föddes athena fullt utvecklad ur huvudet på zeus	F O O C O O O O
2658	Far ville inte längre ha sillhuvuden .	far ville inte längre ha sillhuvuden	ville far inte längre ha sillhuvuden	F O O O C O	far inte längre ville ha sillhuvuden	O O O F C O
2659	Han ville ha mink och pärlor och han skaffade sig det .	han ville ha mink och pärlor och han skaffade sig det	han ville mink ha och pärlor och skaffade han sig det	O C O F O O O F O O O	han ville mink och pärlor och ha han skaffade sig det	O C O O O O F O C O O
2660	I likhet med de flesta män var han sekundärtransvestit : om hans hustru var en del av honom så var hennes kläder det också .	i likhet med de flesta män var han sekundärtransvestit om hans hustru var en del av honom så var hennes kläder det också	i likhet med de flesta män var han sekundärtransvestit om hans hustru var en del av honom så hennes var kläder det också	O O O O O O C O O O O O C O O O O O O F O O O	i likhet med de flesta män var han sekundärtransvestit om hans hustru var var en del av honom så hennes kläder det också	O O O O O O C O O O O O F C O O O O O O O O O
2661	Hon var hans revben och som sådant bar också han sidenklänning .	hon var hans revben och som sådant bar också han sidenklänning	var hon hans revben och som sådant bar också han sidenklänning	F O O O O O O C O O O	hon hans revben och som sådant bar också var han sidenklänning	O O O O O O C O F O O
2662	Han älskade hennes kläder , älskade att se henne uppklädd , det tillfredsställde en del av honom som låg djupare än fåfänga .	han älskade hennes kläder älskade att se henne uppklädd det tillfredsställde en del av honom som låg djupare än fåfänga	han älskade hennes kläder se älskade att henne uppklädd det tillfredsställde en del av honom som låg djupare än fåfänga	O C O O F F O O O O C O O O O O C O O O	han hennes kläder att se henne uppklädd det en del av honom älskade som låg älskade djupare än tillfredsställde fåfänga	O O O O C O O O O O O O F O C F O O F O
2663	Det var en del av det som var han .	det var en del av det som var han	det en var del av det var som han	O O F O O O F O O	det var en del av det som han var	O C O O O O O O F
2664	Hon fullkomnade honom .	hon fullkomnade honom	hon fullkomnade honom	O C O	hon fullkomnade honom	O C O
2665	Hon tydliggjorde honom på en annan nivå .	hon tydliggjorde honom på en annan nivå	hon tydliggjorde honom på en annan nivå	O C O O O O O	hon tydliggjorde honom på en annan nivå	O C O O O O O
