idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
1182	Die kern van ons ekonomiese programme was , en moet altyd wees , die oorweging of die sukses daarvan bydra om die lewensgehalte van alle Suid-Afrikaners te verbeter , en of die programme dien as 'n belangrike wapen in ons oorlog teen armoede en in die versnelling van ons strewe om doelwitte soos die afname in werkloosheid te bereik en om die doelwit van gesondheid vir almal te bevorder .	die kern van ons ekonomiese programme was en moet altyd wees die oorweging of die sukses daarvan bydra om die lewensgehalte van alle suid-afrikaners te verbeter en of die programme dien as 'n belangrike wapen in ons oorlog teen armoede en in die versnelling van ons strewe om doelwitte soos die afname in werkloosheid te bereik en om die doelwit van gesondheid vir almal te bevorder	die kern van ons ekonomiese programme was en moet altyd die wees oorweging of die sukses bydra daarvan om die lewensgehalte van alle suid-afrikaners te verbeter en of die programme dien as 'n belangrike wapen in ons oorlog teen armoede en in die versnelling van ons strewe om doelwitte soos die afname in werkloosheid te en bereik om die doelwit van gesondheid vir almal bevorder te	O O O O O O C O C O O F O O O O F O O O O O O O O C O O O O C O O O O O O O O O O O O O O O O O O O O O O O O O F O O O O O O O F O	die kern van ons ekonomiese programme en altyd wees die oorweging of die bydra sukses daarvan om die lewensgehalte van alle suid-afrikaners te verbeter en was of die programme as 'n belangrike wapen in dien ons oorlog teen armoede en in die versnelling van ons strewe om doelwitte soos die moet afname in werkloosheid te bereik en om die doelwit van gesondheid vir almal te bevorder	O O O O O O O O C O O O O F O O O O O O O O O C O F O O O O O O O O F O O O O O O O O O O O O O O O F O O O O C O O O O O O O O O C
1183	Ten opsigte van die program om volhoubare menslike huisvesting te verskaf , is ons nou in staat om 260 000 behuisingseenhede per jaar te voorsien , en 'n ooreenkoms is bereik met Salga om 'n moratorium te plaas op die verkoop van grond wat aangewend kan word vir die behuisingsprogram .	ten opsigte van die program om volhoubare menslike huisvesting te verskaf is ons nou in staat om 260 000 behuisingseenhede per jaar te voorsien en 'n ooreenkoms is bereik met salga om 'n moratorium te plaas op die verkoop van grond wat aangewend kan word vir die behuisingsprogram	ten opsigte van die program om volhoubare menslike huisvesting te verskaf is ons nou in staat om 260 000 behuisingseenhede per jaar te en voorsien 'n is ooreenkoms bereik met salga om 'n moratorium te plaas op die verkoop van grond wat aangewend kan word vir die behuisingsprogram	O O O O O O O O O O C C O O O O O O O O O O O O F O F O C O O O O O O C O O O O O O F F C O O O	is ten opsigte van die program om volhoubare menslike huisvesting te plaas verskaf ons aangewend nou in staat om 260 000 behuisingseenhede bereik per jaar te voorsien en 'n ooreenkoms met salga om 'n moratorium te op die verkoop van grond wat is kan word vir die behuisingsprogram	F O O O O O O O O O O F C O F O O O O O O O F O O O C O O O O O O O O O O O O O O O F C C O O O
1184	Tesame met die vordering wat ons maak ten opsigte van die verskeidenheid van ingrypings wat op die vermindering van armoede gerig is , gaan ons voort om 'n aantal tekortkominge aan te spreek , insluitend die prosessering van die Konsepwet op Grondgebruik , die finalisering van grondhervormingsgevalle , die ondersteuningsprogram vir diegene wat grond bekom , en die ontwikkeling en implementering van 'n vasgestelde landelike ontwikkelingsprogram .	tesame met die vordering wat ons maak ten opsigte van die verskeidenheid van ingrypings wat op die vermindering van armoede gerig is gaan ons voort om 'n aantal tekortkominge aan te spreek insluitend die prosessering van die konsepwet op grondgebruik die finalisering van grondhervormingsgevalle die ondersteuningsprogram vir diegene wat grond bekom en die ontwikkeling en implementering van 'n vasgestelde landelike ontwikkelingsprogram	tesame met die vordering wat ons maak ten opsigte van die verskeidenheid van ingrypings wat op die vermindering van armoede gerig is gaan ons voort om 'n aantal tekortkominge aan te spreek insluitend die prosessering van die konsepwet op grondgebruik die finalisering van grondhervormingsgevalle die ondersteuningsprogram vir diegene wat grond en bekom die ontwikkeling en implementering van 'n vasgestelde landelike ontwikkelingsprogram	O O O O O O C O O O O O O O O O O O O O F F C O O O O O O O O C O O O O O O O O O O O O O O O O O O O F O O O O O O O O O	tesame met die vordering wat ons maak ten opsigte van die verskeidenheid van ingrypings wat op die vermindering van armoede is ons voort om 'n aantal tekortkominge aan te insluitend die prosessering van die spreek konsepwet op grondgebruik die finalisering van grondhervormingsgevalle die ondersteuningsprogram vir diegene wat grond bekom en die ontwikkeling en implementering van 'n vasgestelde landelike ontwikkelingsprogram gerig gaan	O O O O O O C O O O O O O O O O O O O O C O O O O O O O O O O O O O F O O O O O O O O O O O O O C O O O O O O O O O O F F
1185	Hierdie is 'n paar van die aangeleenthede wat vanjaar spesiale aandag sal geniet , en wat sal verseker dat ons die doelwitte wat ons vir onsself daargestel het , bereik .	hierdie is 'n paar van die aangeleenthede wat vanjaar spesiale aandag sal geniet en wat sal verseker dat ons die doelwitte wat ons vir onsself daargestel het bereik	is hierdie 'n paar van die aangeleenthede wat vanjaar spesiale aandag sal geniet en wat sal verseker dat ons die doelwitte wat ons vir onsself daargestel het bereik	F O O O O O O O O O O C C O O F F O O O O O O O O C C C	is hierdie 'n paar van die aangeleenthede wat bereik vanjaar spesiale aandag sal en wat sal verseker dat ons daargestel die doelwitte geniet wat ons vir onsself het	F O O O O O O O F O O O C O O C C O O F O O F O O O O C
1186	Nog 'n kritiese top-prioriteit is die uitbreiding van 'n geïntegreerde en omvattende anti-armoedestrategie wat veral diegene in die bevolking aanspreek wat die ergste geraak word .	nog 'n kritiese top-prioriteit is die uitbreiding van 'n geïntegreerde en omvattende anti-armoedestrategie wat veral diegene in die bevolking aanspreek wat die ergste geraak word	nog 'n kritiese top-prioriteit die is uitbreiding van 'n geïntegreerde en omvattende anti-armoedestrategie wat veral diegene in die aanspreek bevolking wat die ergste geraak word	O O O O O F O O O O O O O O O O O O F O O O O C C	nog 'n kritiese top-prioriteit is die uitbreiding geraak aanspreek van 'n geïntegreerde en omvattende anti-armoedestrategie wat veral diegene in die bevolking wat die ergste word	O O O O C O O F F O O O O O O O O O O O O O O O C
1187	Dit sluit in kinders , vroue , jongmense , mense wat in landelike gebiede en informele nedersettings woon , mense met gebreke of kroniese siektes , en bejaardes .	dit sluit in kinders vroue jongmense mense wat in landelike gebiede en informele nedersettings woon mense met gebreke of kroniese siektes en bejaardes	dit in sluit kinders vroue jongmense mense wat in landelike gebiede en informele woon nedersettings mense met gebreke of kroniese siektes en bejaardes	O O F O O O O O O O O O O F O O O O O O O O O	dit in kinders sluit vroue jongmense mense wat in landelike gebiede en informele nedersettings woon mense met gebreke of kroniese siektes en bejaardes	O O O F O O O O O O O O O O C O O O O O O O O
1188	Sommige van die belangrikste intervensies is : die uitbreiding van die openbare werke-program , werksubsidies vir direkte werkskepping vir geoogmerkte groepe , verbetering van werksoekvermoë , verbetering van onderwys en opleiding , verbetering van dienste aan en bates van arm gemeenskappe , spesifieke ingrypings in arm huishoudings , en om die doeltreffendheid te verseker van instellings wat vroue en ander sektore ondersteun .	sommige van die belangrikste intervensies is die uitbreiding van die openbare werke-program werksubsidies vir direkte werkskepping vir geoogmerkte groepe verbetering van werksoekvermoë verbetering van onderwys en opleiding verbetering van dienste aan en bates van arm gemeenskappe spesifieke ingrypings in arm huishoudings en om die doeltreffendheid te verseker van instellings wat vroue en ander sektore ondersteun	sommige van die belangrikste intervensies is die uitbreiding van die openbare werke-program werksubsidies vir direkte werkskepping vir geoogmerkte groepe verbetering van werksoekvermoë verbetering van onderwys en opleiding verbetering van dienste aan en bates van arm gemeenskappe spesifieke ingrypings in arm huishoudings en om die doeltreffendheid te van verseker instellings wat vroue en ander ondersteun sektore	O O O O O C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O F O O O O O F O	sommige van die belangrikste intervensies die uitbreiding van die openbare werke-program is werksubsidies vir direkte werkskepping vir geoogmerkte groepe verbetering van werksoekvermoë verbetering van onderwys en opleiding verbetering van dienste aan en bates van arm gemeenskappe spesifieke ingrypings in arm huishoudings en om die doeltreffendheid te verseker van instellings wat vroue en ander sektore ondersteun	O O O O O O O O O O O F O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O C O O O O O O O C
1189	Ons sal onder andere ook die geslagskwessie evalueer om alle aspekte wat verband hou met die bemagtiging van vroue , te verbeter .	ons sal onder andere ook die geslagskwessie evalueer om alle aspekte wat verband hou met die bemagtiging van vroue te verbeter	ons sal onder andere ook die geslagskwessie evalueer om alle aspekte wat verband met hou die bemagtiging van vroue verbeter te	O C O O O O O C O O O O O O F O O O O F O	ons sal onder andere ook die geslagskwessie hou om alle aspekte wat verband met evalueer die bemagtiging van vroue te verbeter	O C O O O O O F O O O O O O F O O O O O C
1190	Gelyklopend met hierdie onderneming is 'n spesiale projek om ingrypings te ondersoek wat nodig is ten opsigte van kwesbare kinders ouer as 14 .	gelyklopend met hierdie onderneming is 'n spesiale projek om ingrypings te ondersoek wat nodig is ten opsigte van kwesbare kinders ouer as 14	gelyklopend met hierdie onderneming is 'n spesiale projek om ingrypings te ondersoek wat nodig ten is opsigte van kwesbare kinders ouer as 14	O O O O C O O O O O O C O O O F O O O O O O O	gelyklopend met hierdie onderneming is 'n spesiale projek ondersoek om ingrypings te wat nodig ten opsigte van kwesbare is kinders ouer as 14	O O O O C O O O F O O O O O O O O O F O O O O
1191	Ons moet egter saamstem dat ons gemeenskap en veral die armes nie kan wag vir strategieë en samesprekings en slypskole nie - hoe belangrik hulle ook al mag wees .	ons moet egter saamstem dat ons gemeenskap en veral die armes nie kan wag vir strategieë en samesprekings en slypskole nie hoe belangrik hulle ook al mag wees	moet ons egter saamstem dat ons gemeenskap en veral die armes nie kan vir wag strategieë en samesprekings en slypskole nie hoe belangrik hulle ook mag al wees	F O O C O O O O O O O O C O F O O O O O O O O O O F O C	ons egter dat moet ons gemeenskap kan en veral saamstem die armes nie wag vir strategieë en samesprekings en slypskole nie hoe belangrik hulle ook al mag wees	O O O F O O F O O F O O O C O O O O O O O O O O O O C C
1192	In elk geval is die meeste van die ingrypings dinge wat die Regering alreeds doen , alhoewel dit nie genoegsaam geïntegreerd is nie .	in elk geval is die meeste van die ingrypings dinge wat die regering alreeds doen alhoewel dit nie genoegsaam geïntegreerd is nie	in elk geval is die meeste van die ingrypings dinge wat die regering alreeds alhoewel doen dit nie genoegsaam is geïntegreerd nie	O O O C O O O O O O O O O O O F O O O F O O	in elk geval die meeste is van die ingrypings dinge wat die regering alreeds doen is alhoewel dit nie genoegsaam geïntegreerd nie	O O O O O F O O O O O O O O C F O O O O O O
1193	"Daarom , in die gees van "" Besigheid Buitengewoon "" , is die Regering van plan om vanjaar die veldtog te verskerp om spesifieke individuele huishoudings en individue wat uiters swaarkry , te identifiseer en om intervensies in te stel wat tydens die tussenkomende tyd sal bydra om die verknorsing in daardie individuele huishoudings te verlig ."	daarom in die gees van besigheid buitengewoon is die regering van plan om vanjaar die veldtog te verskerp om spesifieke individuele huishoudings en individue wat uiters swaarkry te identifiseer en om intervensies in te stel wat tydens die tussenkomende tyd sal bydra om die verknorsing in daardie individuele huishoudings te verlig	daarom in die gees van besigheid buitengewoon is die regering van plan om vanjaar die veldtog te verskerp om spesifieke individuele huishoudings en individue wat uiters identifiseer swaarkry te en om intervensies in te stel wat tydens die tussenkomende tyd sal om bydra die verknorsing in daardie individuele huishoudings verlig te	O O O O O O O C O O O O O O O O O C O O O O O O O O F F O O O O O O C O O O O O C O F O O O O O O F O	stel daarom in identifiseer die gees van besigheid buitengewoon is die regering van plan om vanjaar die swaarkry veldtog te verskerp om spesifieke individuele huishoudings en individue wat uiters te en om intervensies in te wat tydens die tussenkomende tyd sal bydra verlig om die verknorsing in daardie individuele huishoudings te	F O O F O O O O O C O O O O O O O F O O C O O O O O O O O O O O O O O O O O O O C C F O O O O O O O O
1194	Om dit te doen , benodig ons 'n nasionale oorlogkamer vir die oorlog teen armoede , en waartydens departemente soos maatskaplike ontwikkeling , provinsiale en plaaslike regering , handel en nywerheid , landbou en grondsake , openbare werke , en gesondheid sowel as provinsiale en plaaslike administrasies , byeen sal kom en saam met nie-regeringsorganisasies en -besighede sal werk om die ingrypings wat in spesifieke huishoudings nodig is , te identifiseer en om hulle as 'n noodsaaklikheid te implementeer .	om dit te doen benodig ons 'n nasionale oorlogkamer vir die oorlog teen armoede en waartydens departemente soos maatskaplike ontwikkeling provinsiale en plaaslike regering handel en nywerheid landbou en grondsake openbare werke en gesondheid sowel as provinsiale en plaaslike administrasies byeen sal kom en saam met nie-regeringsorganisasies en -besighede sal werk om die ingrypings wat in spesifieke huishoudings nodig is te identifiseer en om hulle as 'n noodsaaklikheid te implementeer	om dit te doen benodig ons 'n nasionale oorlogkamer vir die oorlog teen armoede en waartydens departemente soos maatskaplike ontwikkeling provinsiale en plaaslike regering handel en nywerheid landbou en grondsake openbare werke en gesondheid sowel as provinsiale en plaaslike administrasies byeen sal kom en saam met nie-regeringsorganisasies en -besighede sal werk om die ingrypings wat in spesifieke huishoudings nodig identifiseer is te en om hulle as 'n noodsaaklikheid te implementeer	O O O C C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O F F O O O O O O C C O O O O O O O O F F O O O O O O O O C	om dit te doen ons 'n werk nasionale oorlogkamer vir die oorlog teen armoede en waartydens departemente soos maatskaplike ontwikkeling identifiseer provinsiale en plaaslike regering handel en nywerheid landbou en grondsake openbare werke benodig en gesondheid sowel as provinsiale en plaaslike administrasies byeen sal kom en saam met nie-regeringsorganisasies is en -besighede sal om die ingrypings wat in spesifieke huishoudings nodig te en om implementeer hulle as 'n noodsaaklikheid te	O O O C O O F O O O O O O O O O O O O O F O O O O O O O O O O O O F O O O O O O O O O C C O O O O F O O C O O O O O O O O O O O F O O O O O
1195	Ons sal vanjaar aandag skenk aan ander spesifieke prioriteite wat noodsaaklik is vir die land se oorlog teen armoede , in ons strewe na sosio-ekonomiese insluiting .	ons sal vanjaar aandag skenk aan ander spesifieke prioriteite wat noodsaaklik is vir die land se oorlog teen armoede in ons strewe na sosio-ekonomiese insluiting	ons sal vanjaar aandag aan skenk ander spesifieke prioriteite wat is noodsaaklik vir die land se oorlog teen armoede in ons strewe na sosio-ekonomiese insluiting	O C O O O F O O O O F O O O O O O O O O O O O O O	ons vanjaar aandag skenk aan ander spesifieke prioriteite wat noodsaaklik vir die land se oorlog teen armoede in ons is strewe na sal sosio-ekonomiese insluiting	O O O C O O O O O O O O O O O O O O O F O O F O O
1196	Die bespoediging van grondhervorming met gedetailleerde planne vir grondverkryging , 'n verbetering in die implementering van landbou-ondersteuningsdienste en voedselverskaffing aan huishoudings , en 'n verbetering in die kapitaalbasis en omvang van Mafisa om mikro-krediet te verleen aan hierdie sektor .	die bespoediging van grondhervorming met gedetailleerde planne vir grondverkryging 'n verbetering in die implementering van landbou-ondersteuningsdienste en voedselverskaffing aan huishoudings en 'n verbetering in die kapitaalbasis en omvang van mafisa om mikro-krediet te verleen aan hierdie sektor	die bespoediging van grondhervorming met gedetailleerde planne vir grondverkryging 'n verbetering in die implementering van landbou-ondersteuningsdienste en voedselverskaffing aan huishoudings en 'n verbetering in die kapitaalbasis en omvang van mafisa om mikro-krediet te verleen aan hierdie sektor	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O C O O O	die bespoediging van verleen grondhervorming met gedetailleerde planne vir grondverkryging 'n verbetering in die implementering van landbou-ondersteuningsdienste en voedselverskaffing aan huishoudings en 'n verbetering in die kapitaalbasis en omvang van mafisa om mikro-krediet te aan hierdie sektor	O O O F O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1197	Groter klem sal geplaas word op gebiede met groot hoeveelhede plaasbewoners en gebiede met hoë uitsettingsyfers , en ons beplan om swart entrepreneurskap in landbouproduksie met 5% per jaar te verhoog .	groter klem sal geplaas word op gebiede met groot hoeveelhede plaasbewoners en gebiede met hoë uitsettingsyfers en ons beplan om swart entrepreneurskap in landbouproduksie met 5% per jaar te verhoog	groter klem sal geplaas word op gebiede met groot hoeveelhede plaasbewoners en gebiede met hoë uitsettingsyfers en ons beplan om swart entrepreneurskap in landbouproduksie met 5% per jaar te verhoog	O O C F F O O O O O O O O O O O O O C O O O O O O O O O O C	groter klem word op gebiede met groot hoeveelhede beplan plaasbewoners en gebiede met hoë uitsettingsyfers en ons om sal swart entrepreneurskap in geplaas landbouproduksie met 5% per jaar te verhoog	O O C O O O O O F O O O O O O O O O F O O O F O O O O O O C
1198	Die oudit van grondeienaarskap sal ook bespoedig word .	die oudit van grondeienaarskap sal ook bespoedig word	die oudit van grondeienaarskap bespoedig sal ook word	O O O O F F O C	die sal word oudit van grondeienaarskap ook bespoedig	O F F O O O O C
1199	Die Begroting sal voorsiening maak vir 'n verhoging in die maatskapliketoelae-stelsel deur die ouderdom vir ouderdomspensioen gelyk te stel aan 60 , en wat gevolglik ongeveer 'n halfmiljoen mans sal bevoordeel .	die begroting sal voorsiening maak vir 'n verhoging in die maatskapliketoelae-stelsel deur die ouderdom vir ouderdomspensioen gelyk te stel aan 60 en wat gevolglik ongeveer 'n halfmiljoen mans sal bevoordeel	die begroting sal voorsiening vir maak 'n verhoging in die maatskapliketoelae-stelsel deur die ouderdom vir ouderdomspensioen gelyk stel te aan 60 en wat gevolglik ongeveer 'n halfmiljoen mans sal bevoordeel	O O C O O F O O O O O O O O O O O F O O O O O O O O O O C C	die maak begroting sal voorsiening vir 'n verhoging in die maatskapliketoelae-stelsel deur die ouderdom vir ouderdomspensioen stel gelyk te aan 60 en wat gevolglik bevoordeel ongeveer 'n halfmiljoen mans sal	O F O C O O O O O O O O O O O O F O O O O O O O F O O O O C
1200	Die verskerping van pogings wat alreeds 'n aanvang geneem het om hulp aan koöperatiewe en kleinsake-ondernemings te verleen , veral aan diegene wat vroue insluit , met die klem op die verskaffing van opleiding en markte , en wat blootstelling aan gevestigde ondernemings insluit .	die verskerping van pogings wat alreeds 'n aanvang geneem het om hulp aan koöperatiewe en kleinsake-ondernemings te verleen veral aan diegene wat vroue insluit met die klem op die verskaffing van opleiding en markte en wat blootstelling aan gevestigde ondernemings insluit	die verskerping van pogings wat alreeds 'n aanvang geneem het om hulp aan koöperatiewe en kleinsake-ondernemings te verleen veral aan diegene wat vroue insluit met die klem op die verskaffing van opleiding en markte en wat blootstelling aan gevestigde ondernemings insluit	O O O O O O O O F F O O O O O O O C O O O O O C O O O O O O O O O O O O O O O O C	die verskerping van pogings wat insluit alreeds 'n aanvang geneem het om hulp aan koöperatiewe en kleinsake-ondernemings te veral aan diegene insluit wat vroue met die klem op die verskaffing van opleiding en markte en wat blootstelling verleen aan gevestigde ondernemings	O O O O O F O O O C C O O O O O O O O O O F O O O O O O O O O O O O O O O F O O O
1201	'n Verskerping van die Nasionale Jeugdiensprogram wat sal insluit 'n verhoging in die inname in die Militêre Vaardigheidsontwikkelingsprogram van die Suid-Afrikaanse Nasionale Weermag ( SANDF ) van die huidige 4 000 tot 10 000 .	'n verskerping van die nasionale jeugdiensprogram wat sal insluit 'n verhoging in die inname in die militêre vaardigheidsontwikkelingsprogram van die suid-afrikaanse nasionale weermag sandf van die huidige 4 000 tot 10 000	'n verskerping van die nasionale jeugdiensprogram wat sal insluit 'n verhoging in die inname in die militêre vaardigheidsontwikkelingsprogram van die suid-afrikaanse nasionale weermag sandf van die huidige 4 000 tot 10 000	O O O O O O O F F O O O O O O O O O O O O O O O O O O O O O O O	'n insluit verskerping van die nasionale jeugdiensprogram wat sal 'n verhoging in die inname in die militêre vaardigheidsontwikkelingsprogram van die suid-afrikaanse nasionale weermag sandf van die huidige 4 000 tot 10 000	O F O O O O O O C O O O O O O O O O O O O O O O O O O O O O O O
1202	R700 miljoen is alreeds aan die SANDF bewillig om hierdie program te verskerp .	r700 miljoen is alreeds aan die sandf bewillig om hierdie program te verskerp	r700 miljoen is alreeds aan die sandf om bewillig hierdie program verskerp te	O O C O O O O O F O O F O	is r700 miljoen alreeds aan die sandf verskerp bewillig om hierdie program te	F O O O O O O F C O O O O
1203	Die uitbreiding van die openbare werke-program , wat , deur die vasgestelde doelwitte te oortref , die potensiaal getoon het om meer nuwelinge te absorbeer .	die uitbreiding van die openbare werke-program wat deur die vasgestelde doelwitte te oortref die potensiaal getoon het om meer nuwelinge te absorbeer	die uitbreiding van die openbare werke-program wat deur die vasgestelde doelwitte te oortref die potensiaal getoon om het meer nuwelinge absorbeer te	O O O O O O O O O O O O C O O C O F O O F O	die uitbreiding van die openbare werke-program wat deur die absorbeer vasgestelde het doelwitte te oortref die potensiaal getoon om meer nuwelinge te	O O O O O O O O O F O F O O C O O C O O O O
1204	Dit sal insluit 'n verhoogde inname van jongmense in die program om openbare infrastruktuur in stand te hou , die verdubbeling in die aantal kinders wat ingeskryf is vir programme vir vroeë ontwikkeling van kinders na 600 000 deur die totstandkoming van 1 000 nuwe persele met meer as 3 500 praktisyns wat opgelei en in diens geneem is , en deur die aantal versorgers te verhoog .	dit sal insluit 'n verhoogde inname van jongmense in die program om openbare infrastruktuur in stand te hou die verdubbeling in die aantal kinders wat ingeskryf is vir programme vir vroeë ontwikkeling van kinders na 600 000 deur die totstandkoming van 1 000 nuwe persele met meer as 3 500 praktisyns wat opgelei en in diens geneem is en deur die aantal versorgers te verhoog	dit sal insluit 'n verhoogde inname van jongmense in die program om openbare infrastruktuur in stand te die hou verdubbeling in die aantal kinders ingeskryf wat is vir programme vir vroeë ontwikkeling van kinders na 600 000 deur die totstandkoming van 1 000 nuwe persele met meer as 3 500 praktisyns wat opgelei en in diens geneem is en deur die aantal versorgers te verhoog	O C C O O O O O O O O O O O O O O O F O O O O O F O C O O O O O O O O O O O O O O O O O O O O O O O O O C O O O F F O O O O O O C	dit sal 'n verhoogde inname van jongmense in die program om openbare infrastruktuur in stand te hou die verdubbeling insluit in die aantal kinders wat ingeskryf vir programme vir vroeë ontwikkeling van kinders na 600 000 deur die totstandkoming van 1 000 nuwe persele met meer as is 3 500 praktisyns verhoog wat en in diens geneem opgelei is en deur die aantal versorgers te	O C O O O O O O O O O O O O O O C O O F O O O O O C O O O O O O O O O O O O O O O O O O O O O F O O O F O O O O C F C O O O O O O
1205	Ongeveer R1 biljoen sal oor die basislyn toegeken word aan programme wat binne die openbare werke-program val .	ongeveer r1 biljoen sal oor die basislyn toegeken word aan programme wat binne die openbare werke-program val	ongeveer r1 biljoen sal oor die basislyn toegeken word aan programme wat binne die openbare werke-program val	O O O C O O O F F O O O O O O O C	ongeveer r1 val biljoen sal oor die basislyn toegeken aan word programme wat binne die openbare werke-program	O O F O C O O O C O F O O O O O O
1206	"Die instelling van 'n stelsel van produkte vir voorkeurverskaffing aan die Regering deur klein- , medium- en mikro-ondernemings ; en die daarstelling van 'n nougesette stelsel deur die "" Small Enterprises Development Agency "" om te verseker dat die 30-dag betalingstydperk nagekom word ."	die instelling van 'n stelsel van produkte vir voorkeurverskaffing aan die regering deur klein- medium- en mikro-ondernemings en die daarstelling van 'n nougesette stelsel deur die small enterprises development agency om te verseker dat die 30-dag betalingstydperk nagekom word	die instelling van 'n stelsel van produkte vir voorkeurverskaffing aan die regering deur klein- medium- en mikro-ondernemings en die daarstelling van 'n nougesette stelsel deur die small enterprises development agency om te verseker dat die 30-dag betalingstydperk nagekom word	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O C O O O O F F	die instelling verseker van 'n stelsel van produkte vir voorkeurverskaffing nagekom aan die regering deur klein- medium- en mikro-ondernemings en die daarstelling van 'n nougesette stelsel deur die small enterprises development agency om te dat die 30-dag betalingstydperk word	O O F O O O O O O O F O O O O O O O O O O O O O O O O O O O O O O O O O O O C
1207	Ons sal ook die program integreer om die ontwikkeling van volhoubare menslike nedersettings te bespoedig , en verskerpte pogings sal , as noodsaaklike prioriteit , aangewend word om universele toegang tot water , sanitasie en elektrisiteit te bespoedig sodat ons teen 2014 ordentlike nedersettings sal hê en dat alle huishoudings toegang tot hierdie dienste sal hê .	ons sal ook die program integreer om die ontwikkeling van volhoubare menslike nedersettings te bespoedig en verskerpte pogings sal as noodsaaklike prioriteit aangewend word om universele toegang tot water sanitasie en elektrisiteit te bespoedig sodat ons teen 2014 ordentlike nedersettings sal hê en dat alle huishoudings toegang tot hierdie dienste sal hê	ons sal ook die program integreer om die ontwikkeling van volhoubare menslike nedersettings te en bespoedig verskerpte sal pogings as noodsaaklike prioriteit aangewend word om universele toegang tot water sanitasie en elektrisiteit te sodat bespoedig ons teen 2014 ordentlike sal nedersettings hê en dat alle huishoudings toegang tot hierdie dienste sal hê	O C O O O C O O O O O O O O O F O F O O O O C C O O O O O O O O O O F O O O O F O C O O O O O O O O C C	ons sal ook die hê aangewend program sal om die ontwikkeling van volhoubare menslike nedersettings te en verskerpte pogings sal as bespoedig noodsaaklike prioriteit word om universele toegang tot water sanitasie en elektrisiteit te bespoedig sodat ons teen 2014 ordentlike nedersettings sal en dat alle hê huishoudings toegang tot hierdie integreer dienste	O C O O F F O F O O O O O O O O O O O C O F O O C O O O O O O O O O C O O O O O O C O O O F O O O O F O
1208	Die bespoediging van ons strewe na die doelwit van gesondheid vir almal sluit in verskerpte implementering van Nasionale Strategiese Plan teen MIV en Vigs .	die bespoediging van ons strewe na die doelwit van gesondheid vir almal sluit in verskerpte implementering van nasionale strategiese plan teen miv en vigs	die bespoediging van ons strewe na die doelwit van gesondheid vir almal in sluit verskerpte implementering van nasionale strategiese plan teen miv en vigs	O O O O O O O O O O O O O F O O O O O O O O O O	die bespoediging van ons strewe na die sluit doelwit van gesondheid vir almal in verskerpte implementering van nasionale strategiese plan teen miv en vigs	O O O O O O O F O O O O O O O O O O O O O O O O
1209	Ons beoog ook om gedurende hierdie jaar die hoeveelheid mense wat versuim om TB-behandeling te voltooi , te verminder van 10% na 7% , en om meer as 3 000 gesondheidspersoneel op te lei in die bestuur van die siekte , en om seker te maak dat alle pasiënte wat bestand is teen TB-medikasie , behandeling ontvang .	ons beoog ook om gedurende hierdie jaar die hoeveelheid mense wat versuim om tb-behandeling te voltooi te verminder van 10% na 7% en om meer as 3 000 gesondheidspersoneel op te lei in die bestuur van die siekte en om seker te maak dat alle pasiënte wat bestand is teen tb-medikasie behandeling ontvang	beoog ons ook om gedurende hierdie jaar die hoeveelheid mense wat versuim om tb-behandeling te verminder voltooi te van 10% na 7% en om meer as 3 000 gesondheidspersoneel op te lei in die bestuur van die siekte en om seker te maak dat alle pasiënte wat bestand teen is tb-medikasie ontvang behandeling	F O O O O O O O O O O C O O O F F O O O O O O O O O O O O O O C O O O O O O O O O O C O O O O O O F O F O	ons beoog ook om gedurende hierdie jaar die hoeveelheid mense wat om lei tb-behandeling te voltooi verminder te van 10% na 7% versuim en om meer as 3 000 gesondheidspersoneel op te in die bestuur van die siekte en om seker te maak dat alle pasiënte wat bestand teen tb-medikasie is behandeling ontvang	O C O O O O O O O O O O F O O C F O O O O O F O O O O O O O O O O O O O O O O O O O C O O O O O O O F O C
1210	Ons beplan om die werk ten opsigte van die uitgebreide maatskaplike sekuriteitstelsel af te handel , en voordeel te trek uit die samesprekings wat alreeds met maatskaplike vennote gevoer is .	ons beplan om die werk ten opsigte van die uitgebreide maatskaplike sekuriteitstelsel af te handel en voordeel te trek uit die samesprekings wat alreeds met maatskaplike vennote gevoer is	ons beplan om die werk ten opsigte van die uitgebreide maatskaplike sekuriteitstelsel af te handel en voordeel te uit trek die samesprekings wat alreeds met maatskaplike gevoer vennote is	O C O O O O O O O O O O O O C O O O O F O O O O O O F O C	ons om die werk ten opsigte van die beplan uitgebreide maatskaplike sekuriteitstelsel af te en handel voordeel te trek uit die samesprekings wat alreeds is met maatskaplike vennote gevoer	O O O O O O O O F O O O O O O F O O C O O O O O F O O O C
