idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
3671	Bl.a. måste han kunna göra sig kvitt diverse traditionell manlig värdighet .	bl.a. måste han kunna göra sig kvitt diverse traditionell manlig värdighet	måste bl.a. han kunna göra sig kvitt diverse traditionell manlig värdighet	F O O C C O O O O O O	bl.a. måste han göra sig kvitt kunna diverse traditionell manlig värdighet	O C O C O O F O O O O
3672	Det kan vara fråga om futiliteter som att bli uppropad som ' fru ' på barnavårdscentralen , att bli matroniserad av expediter i babyklädsaffären som välvilligt hjälper en tillrätta och försöker hindra en från att köpa en blå tröja till sin flicka ; alla förfrågningar om var ens fru håller hus , alla registreringstillfällen där det inte duger med ens eget namn som målsman utan där det måste vara mammans .	det kan vara fråga om futiliteter som att bli uppropad som fru på barnavårdscentralen att bli matroniserad av expediter i babyklädsaffären som välvilligt hjälper en tillrätta och försöker hindra en från att köpa en blå tröja till sin flicka alla förfrågningar om var ens fru håller hus alla registreringstillfällen där det inte duger med ens eget namn som målsman utan där det måste vara mammans	det kan vara fråga om futiliteter som att bli uppropad som fru på barnavårdscentralen att bli matroniserad av expediter i babyklädsaffären som välvilligt hjälper en tillrätta och försöker en hindra från köpa att en blå tröja till sin flicka alla förfrågningar om var ens fru håller hus alla registreringstillfällen där det inte duger med ens eget namn som målsman utan där det måste vara mammans	O F F O O O O O C C O O O O O F F O O O O O O C O O O C O F O F O O O O O O O O O O O O O C O O O O O O C O O O O O O O O O F F O	det kan vara fråga om futiliteter som att bli uppropad försöker håller som fru vara på barnavårdscentralen att matroniserad av expediter i babyklädsaffären som välvilligt hjälper en tillrätta och en köpa från att duger en blå tröja till sin flicka alla förfrågningar om hindra var ens fru hus alla bli registreringstillfällen där det inte med ens eget namn som målsman utan där det måste mammans	O C C O O O O O C C F F O O F O O O C O O O O O O C O O O O F O O F O O O O O O O O O F O O O O O F O O O O O O O O O O O O O C O
3673	Sådant piggar snarast upp .	sådant piggar snarast upp	sådant piggar snarast upp	O C O O	sådant piggar snarast upp	O C O O
3674	Har man tur får man kanske chansen att diskret lägga ut det nya faderskapets evangelium och ge några konkreta bevis på sina ny-faderliga färdigheter .	har man tur får man kanske chansen att diskret lägga ut det nya faderskapets evangelium och ge några konkreta bevis på sina ny-faderliga färdigheter	har man tur man får kanske chansen att lägga diskret ut det nya faderskapets evangelium och ge några konkreta bevis på sina ny-faderliga färdigheter	C O O O F O O O F O O O O O O O C O O O O O O O	man tur man kanske chansen att diskret lägga har ut det nya faderskapets evangelium och ge några konkreta bevis på sina ny-faderliga får färdigheter	O O O O O O O C F O O O O O O C O O O O O O F O
3675	Jag minns särskilt en gång på barnavårdscentralen då frun bredvid erbjöd sig att byta även på mitt barn .	jag minns särskilt en gång på barnavårdscentralen då frun bredvid erbjöd sig att byta även på mitt barn	jag minns särskilt en gång på barnavårdscentralen då frun bredvid sig erbjöd byta att även på mitt barn	O C O O O O O O O O O F F O O O O O	jag minns särskilt en gång på erbjöd barnavårdscentralen då frun bredvid sig att byta även på mitt barn	O C O O O O F O O O O O O C O O O O
3676	Jag avböjde vänligt , la in ett extra kol och hade bytt och klätt på Malin innan den hjälpsamma damen hade hunnit halvvägs med sin unge .	jag avböjde vänligt la in ett extra kol och hade bytt och klätt på malin innan den hjälpsamma damen hade hunnit halvvägs med sin unge	jag avböjde vänligt la in ett extra kol och hade bytt och klätt på malin innan den hjälpsamma damen hade halvvägs hunnit med sin unge	O C O C O O O O O F F O C O O O O O O C O F O O O	jag vänligt la in ett extra kol och hade avböjde bytt och hunnit på malin hade klätt innan den hjälpsamma damen halvvägs med sin unge	O O C O O O O O C F C O F O O F F O O O O O O O O
3677	Det kändes mycket tillfredsställande .	det kändes mycket tillfredsställande	kändes det mycket tillfredsställande	F O O O	det kändes mycket tillfredsställande	O C O O
3678	Ett mindre problem som jag tidvis upplevt och som jag föreställer mig att andra pappor i min situation råkar ut för är misstron till den egna förmågan att ' betyda ' lika mycket för barnet som mamman .	ett mindre problem som jag tidvis upplevt och som jag föreställer mig att andra pappor i min situation råkar ut för är misstron till den egna förmågan att betyda lika mycket för barnet som mamman	ett mindre problem som jag tidvis upplevt och som jag föreställer mig att andra pappor i min situation ut råkar är för misstron till den egna förmågan att betyda lika mycket för barnet som mamman	O O O O O O C O O O C O O O O O O O O F F O O O O O O O C O O O O O O	ett mindre problem som jag tidvis upplevt och som jag mig att andra betyda pappor i min situation ut för är misstron till den egna förmågan att lika mycket för barnet som föreställer mamman råkar	O O O O O O C O O O O O O F O O O O O O C O O O O O O O O O O O F O F
3679	Ett tag t.ex. noterade jag nogsamt om Malin var lika glad åt att jag kom hem som när min fru kom och om hon sökte tröst i lika hög grad hos mig som hos min fru .	ett tag t.ex. noterade jag nogsamt om malin var lika glad åt att jag kom hem som när min fru kom och om hon sökte tröst i lika hög grad hos mig som hos min fru	ett tag t.ex. noterade jag nogsamt om malin lika var glad åt att kom jag hem som när min fru kom och om hon sökte tröst i lika hög grad hos mig som hos min fru	O O O C O O O O O F O O O F O O O O O O C O O O C O O O O O O O O O O O	ett tag t.ex. jag nogsamt om malin var lika glad åt att jag hem som när min fru kom och om hon sökte tröst i lika hög grad hos kom mig som hos noterade min fru	O O O O O O O C O O O O O O O O O O C O O O C O O O O O O F O O O F O O
3680	Jag registrerade utslaget med en känsla av tillfredsställelse eller osäkerhet beroende på om det var till min förmån eller ej .	jag registrerade utslaget med en känsla av tillfredsställelse eller osäkerhet beroende på om det var till min förmån eller ej	jag utslaget registrerade med en känsla av tillfredsställelse eller osäkerhet beroende på om var det till min förmån eller ej	O O F O O O O O O O O O O F O O O O O O	jag utslaget med registrerade en känsla av tillfredsställelse eller osäkerhet beroende på om det var till min förmån eller ej	O O O F O O O O O O O O O O C O O O O O
3681	Det är en sorts svartsjuka och jag tror att det är bra om fruar till nyemanciperade män är medvetna om den sortens överkänslighet .	det är en sorts svartsjuka och jag tror att det är bra om fruar till nyemanciperade män är medvetna om den sortens överkänslighet	det är en sorts svartsjuka och jag tror att det bra är om fruar till nyemanciperade är män medvetna om den sortens överkänslighet	O C O O O O O C O O O F O O O O F O O O O O O	det en sorts svartsjuka och jag att det är bra tror om fruar till nyemanciperade män är är medvetna om den sortens överkänslighet	O O O O O O O O C O F O O O O O C F O O O O O
3682	De kan säkert hjälpa till att mildra effekten av temporära favoriseringar , som man naturligtvis bör vara beredd på .	de kan säkert hjälpa till att mildra effekten av temporära favoriseringar som man naturligtvis bör vara beredd på	de kan säkert hjälpa till att effekten mildra av temporära favoriseringar som man bör naturligtvis vara beredd på	O C O C O O O F O O O O O F O C O O	de säkert hjälpa till att effekten av temporära favoriseringar kan som man naturligtvis vara beredd bör på mildra	O O C O O O O O O F O O O C O F O F
3683	Det gäller för männen att inte dra några förhastade slutsatser om sitt eget handlag .	det gäller för männen att inte dra några förhastade slutsatser om sitt eget handlag	det gäller för männen att inte några dra förhastade slutsatser om sitt eget handlag	O C O O O O O F O O O O O O	det gäller för männen att dra inte några förhastade slutsatser om sitt eget handlag	O C O O O F O O O O O O O O
3684	Risken är annars att man minskar anspråken på sin pappa-roll och låter mamman ta över ansvaret för t.ex. något så centralt som tröstandet .	risken är annars att man minskar anspråken på sin pappa-roll och låter mamman ta över ansvaret för t.ex. något så centralt som tröstandet	är risken annars att man minskar anspråken på sin pappa-roll och låter mamman över ta ansvaret för t.ex. något så centralt som tröstandet	F O O O O C O O O O O C O O F O O O O O O O O	risken är annars att man anspråken på sin pappa-roll minskar ta och låter mamman över ansvaret för t.ex. något så centralt som tröstandet	O C O O O O O O O F F O C O O O O O O O O O O
3685	Visst måste man också vara beredd på att acceptera att man har olika handlag men att detta givetvis inte alls behöver påverka likadelningen och att kontakten med barnet kan bli mycket intim även om vissa funktioner fylls bättre av mamman ( och vice versa , naturligtvis ) .	visst måste man också vara beredd på att acceptera att man har olika handlag men att detta givetvis inte alls behöver påverka likadelningen och att kontakten med barnet kan bli mycket intim även om vissa funktioner fylls bättre av mamman och vice versa naturligtvis	måste visst man också vara beredd på att acceptera att man olika har handlag men att detta givetvis inte behöver alls påverka likadelningen och att kontakten med barnet kan mycket bli intim även om vissa fylls funktioner bättre av mamman och vice versa naturligtvis	F O O O C O O O C O O O F O O O O O O F O C O O O O O O C O F O O O O F O O O O O O O O	visst man också beredd på måste att acceptera att har man olika handlag men vara att detta givetvis inte alls påverka likadelningen behöver och att kontakten med barnet kan bli mycket intim även om vissa funktioner fylls bättre av mamman och vice versa naturligtvis	O O O O O F O C O F O O O O F O O O O O C O F O O O O O C C O O O O O O C O O O O O O O
3686	Ett synsätt som jag har svårt att acceptera är det som den i könsrollsfrågan för övrigt progressive professor John Lind ger uttryck för i ett inlägg i Hertha ( 1964:4 ) där han säger att vi inte får glömma ' barnets rätt till far och mor och till det bästa båda har att ge , var och en efter sina förutsättningar ' ( Linds egen kursivering ) .	ett synsätt som jag har svårt att acceptera är det som den i könsrollsfrågan för övrigt progressive professor john lind ger uttryck för i ett inlägg i hertha 1964:4 där han säger att vi inte får glömma barnets rätt till far och mor och till det bästa båda har att ge var och en efter sina förutsättningar linds egen kursivering	ett synsätt som jag har svårt att acceptera det är som den i könsrollsfrågan för övrigt progressive professor john ger lind uttryck för i ett inlägg i hertha 1964:4 där han säger att vi inte får barnets glömma rätt till far och mor och till det bästa har båda att ge var och en efter sina förutsättningar linds egen kursivering	O O O O C O O C O F O O O O O O O O O F O O O O O O O O O O O C O O O C O F O O O O O O O O O F O O C O O O O O O O O O	ett synsätt som jag svårt att är det som den i könsrollsfrågan acceptera för övrigt progressive professor john lind uttryck för i ett inlägg i hertha 1964:4 där han säger att vi inte får glömma barnets rätt till far ger och mor och har till det bästa båda ge har att var och en efter sina förutsättningar linds egen kursivering	O O O O O O C O O O O O F O O O O O O O O O O O O O O O O C O O O C C O O O O F O O O F O O O O F C O O O O O O O O O O
3687	Han använder detta som ett argument mot en konsekvent tudelning av barnavården som han säger inte får bli ' ett självändamål , där barnet blir ett slagträ i emancipationsstriden ' .	han använder detta som ett argument mot en konsekvent tudelning av barnavården som han säger inte får bli ett självändamål där barnet blir ett slagträ i emancipationsstriden	han använder detta som ett argument mot en konsekvent tudelning av barnavården som han får säger inte bli ett självändamål där barnet blir ett slagträ i emancipationsstriden	O C O O O O O O O O O O O O F F O C O O O O C O O O O	han använder detta som ett argument mot en konsekvent tudelning av barnavården som han säger bli inte ett självändamål där barnet blir ett slagträ i emancipationsstriden får	O C O O O O O O O O O O O O C F O O O O O C O O O O F
3688	Slutsatsen av en sådan tes måste bli att om mamman är bättre på att ta hand om barnet än pappan , barnet har rätt till en större proportion mammavård .	slutsatsen av en sådan tes måste bli att om mamman är bättre på att ta hand om barnet än pappan barnet har rätt till en större proportion mammavård	slutsatsen av en sådan tes måste bli att om mamman är bättre på att ta hand om barnet än pappan barnet rätt har till en större proportion mammavård	O O O O O F F O O O C O O O C O O O O O O O F O O O O O	slutsatsen av en sådan tes måste att om mamman bättre på att är ta hand om barnet än pappan barnet har rätt till en bli större proportion mammavård	O O O O O C O O O O O O F C O O O O O O C O O O F O O O
3689	Detta kan jag inte gå med på .	detta kan jag inte gå med på	kan detta jag inte gå med på	F O O O C O O	detta kan jag gå inte med på	O C O F O O O
3690	Om pappan inte är i juridisk mening olämplig som barnavårdare och alltså kan fråndömas vårdarskapet så bör han ha lika mycket ' rätt ' till barnet som mamman och barnet får lov att hålla tillgodo med honom även om han skulle råka vara lite slarvigare eller lite lynnigare än mamman .	om pappan inte är i juridisk mening olämplig som barnavårdare och alltså kan fråndömas vårdarskapet så bör han ha lika mycket rätt till barnet som mamman och barnet får lov att hålla tillgodo med honom även om han skulle råka vara lite slarvigare eller lite lynnigare än mamman	om pappan inte är i juridisk mening olämplig som barnavårdare och alltså kan fråndömas vårdarskapet så bör han ha lika mycket rätt till barnet som mamman och barnet lov får hålla att tillgodo med honom även om han skulle råka lite vara slarvigare eller lite lynnigare än mamman	O O O C O O O O O O O O F F O O C O C O O O O O O O O O O F F O O O O O O O C C O F O O O O O O	om pappan inte i juridisk mening skulle olämplig som barnavårdare och alltså fråndömas vårdarskapet råka så ha bör han lika mycket rätt till barnet som mamman och är barnet kan får lov att hålla tillgodo med honom även om han vara lite slarvigare eller lite lynnigare än mamman	O O O O O O F O O O O O C O F O F C O O O O O O O O O F O F C O O C O O O O O O C O O O O O O O
3691	Förhållandet mellan föräldrar och barn är givetvis något mycket mer än vad som ligger i begreppet ' barnavård ' .	förhållandet mellan föräldrar och barn är givetvis något mycket mer än vad som ligger i begreppet barnavård	förhållandet mellan föräldrar och är barn givetvis något mycket mer än vad som ligger i begreppet barnavård	O O O O F O O O O O O O O C O O O	förhållandet mellan föräldrar och barn givetvis något mycket mer än vad som ligger i begreppet är barnavård	O O O O O O O O O O O O C O O F O
3692	Det rör sig inte främst om en objektiv behandling av växlande kvalitet som man utsätter barnet för utan om ett ömsesidigt förhållande där föräldrarna har lika mycket att vinna och förlora som barnet .	det rör sig inte främst om en objektiv behandling av växlande kvalitet som man utsätter barnet för utan om ett ömsesidigt förhållande där föräldrarna har lika mycket att vinna och förlora som barnet	det rör sig inte främst om en objektiv behandling av växlande kvalitet som man barnet utsätter för utan om ett ömsesidigt förhållande där har föräldrarna lika mycket att vinna och förlora som barnet	O C O O O O O O O O O O O O O F O O O O O O O F O O O O C O C O O	det sig inte främst om en objektiv behandling av växlande kvalitet som man rör utsätter barnet för utan om ett ömsesidigt förhållande vinna där föräldrarna förlora har lika mycket att och som barnet	O O O O O O O O O O O O O F C O O O O O O O F O O F C O O O O O O
3693	Om alltså en barnpsykolog är gift med en lokomotivförare så bör inte det faktum att han-barnpsykologen kanske kan leverera en bättre ' vård ' i någon objektiv bemärkelse än hon-lokomotivföraren vara utgångspunkten för fördelningen sinsemellan av tiden med barnen .	om alltså en barnpsykolog är gift med en lokomotivförare så bör inte det faktum att han-barnpsykologen kanske kan leverera en bättre vård i någon objektiv bemärkelse än hon-lokomotivföraren vara utgångspunkten för fördelningen sinsemellan av tiden med barnen	om alltså en barnpsykolog gift är med en lokomotivförare bör så inte det faktum att han-barnpsykologen kanske kan leverera en bättre vård i någon objektiv bemärkelse än hon-lokomotivföraren utgångspunkten vara för fördelningen sinsemellan av tiden med barnen	O O O O O F O O O F O O O O O O O C C O O O O O O O O O O F O O O O O O O	om alltså en barnpsykolog är gift med en lokomotivförare så inte det faktum att han-barnpsykologen kanske en bättre vård i någon objektiv bemärkelse än hon-lokomotivföraren leverera vara utgångspunkten kan för fördelningen sinsemellan av tiden med bör barnen	O O O O C O O O O O O O O O O O O O O O O O O O O F C O F O O O O O O F O
3694	Det är lika viktigt att bägge får full möjlighet att bygga upp sitt förhållande till barnen .	det är lika viktigt att bägge får full möjlighet att bygga upp sitt förhållande till barnen	är det lika viktigt att bägge får full möjlighet att bygga upp sitt förhållande till barnen	F O O O O O C O O O C O O O O O	det är lika viktigt får att bägge full möjlighet att upp sitt förhållande till bygga barnen	O C O O F O O O O O O O O O F O
3695	Den form av lagstiftning som undanröjt yttre formella hinder för gifta kvinnors förvärvsarbete har sannolikt gett stöd åt och förstärkt mera yrkesvänliga hustrurollnormer , men man får utgå från en viss eftersläpning av äldre familjeideal med inslag av yrkesfientlighet för kvinnornas del .	den form av lagstiftning som undanröjt yttre formella hinder för gifta kvinnors förvärvsarbete har sannolikt gett stöd åt och förstärkt mera yrkesvänliga hustrurollnormer men man får utgå från en viss eftersläpning av äldre familjeideal med inslag av yrkesfientlighet för kvinnornas del	den form av lagstiftning som yttre undanröjt formella hinder för gifta kvinnors har förvärvsarbete sannolikt gett stöd åt och förstärkt mera yrkesvänliga hustrurollnormer men man får utgå från en viss eftersläpning av äldre familjeideal med inslag av yrkesfientlighet för kvinnornas del	O O O O O O F O O O O O F O O C O O O C O O O O O F F O O O O O O O O O O O O O O	den form av lagstiftning som yttre formella hinder för gifta kvinnors förvärvsarbete har sannolikt gett stöd åt och mera yrkesvänliga hustrurollnormer men man undanröjt förstärkt får från en viss eftersläpning av äldre familjeideal utgå med inslag av yrkesfientlighet för kvinnornas del	O O O O O O O O O O O O C O C O O O O O O O O F F C O O O O O O O F O O O O O O O
3696	De äldre rollmodellerna är seglivade , bl.a. beroende på deras förankring i tidig socialisation .	de äldre rollmodellerna är seglivade bl.a. beroende på deras förankring i tidig socialisation	de äldre rollmodellerna är seglivade bl.a. beroende på deras förankring i tidig socialisation	O O O C O O O O O O O O O	de äldre rollmodellerna är seglivade bl.a. beroende på deras förankring i tidig socialisation	O O O C O O O O O O O O O
3697	Det tidigare borgerliga privilegiet att ha hemmavarande hustrur har blivit uppnåeligt för allt fler .	det tidigare borgerliga privilegiet att ha hemmavarande hustrur har blivit uppnåeligt för allt fler	det tidigare borgerliga privilegiet att ha hemmavarande hustrur har blivit uppnåeligt för allt fler	O O O O O C O O F F O O O O	det blivit tidigare borgerliga privilegiet att ha hemmavarande hustrur har uppnåeligt för allt fler	O F O O O O C O O C O O O O
3698	Eftersom de flesta arbeten som står de gifta kvinnorna till buds om de går ut i förvärvsarbete hör till de sämst betalda och minst attraktiva på arbetsmarknaden är detta ideal en realitet än i dag .	eftersom de flesta arbeten som står de gifta kvinnorna till buds om de går ut i förvärvsarbete hör till de sämst betalda och minst attraktiva på arbetsmarknaden är detta ideal en realitet än i dag	eftersom de flesta arbeten som står de gifta kvinnorna till buds om de går ut i förvärvsarbete till hör de sämst betalda och minst attraktiva på är arbetsmarknaden detta ideal en realitet än i dag	O O O O O C O O O O O O O C O O O O F O O O O O O O F O O O O O O O O	eftersom de flesta arbeten som de gifta kvinnorna till buds om de ut i förvärvsarbete hör till de står sämst betalda och minst attraktiva på arbetsmarknaden är detta går ideal en realitet än i dag	O O O O O O O O O O O O O O O C O O F O O O O O O O C O F O O O O O O
3699	Gamla tiders hemmafruideal får näring från den anda av romantiska föreställningar och erotisk könsmystik som förmedlas av stora delar av massmedia .	gamla tiders hemmafruideal får näring från den anda av romantiska föreställningar och erotisk könsmystik som förmedlas av stora delar av massmedia	gamla tiders hemmafruideal får näring från den anda av romantiska föreställningar och erotisk könsmystik som förmedlas av stora delar av massmedia	O O O C O O O O O O O O O O O C O O O O O	gamla tiders hemmafruideal får näring från den anda av romantiska föreställningar och förmedlas erotisk könsmystik som av stora delar av massmedia	O O O C O O O O O O O O F O O O O O O O O
3700	Denna metafysiska betoning av ' feminina egenskaper och beteenden ' innebär indirekt en kvinnoyrkesfientlig inställning .	denna metafysiska betoning av feminina egenskaper och beteenden innebär indirekt en kvinnoyrkesfientlig inställning	denna metafysiska betoning av feminina egenskaper och beteenden indirekt innebär en kvinnoyrkesfientlig inställning	O O O O O O O O O F O O O	denna metafysiska betoning av feminina egenskaper och beteenden innebär indirekt en kvinnoyrkesfientlig inställning	O O O O O O O O C O O O O
3701	Den moderna barnpsykologin har klarlagt hur betydelsefull emotionell kontakt är för ett barns harmoniska utveckling - ett behov som det huvudsakligen tillkommit mödrarna att tillfredsställa .	den moderna barnpsykologin har klarlagt hur betydelsefull emotionell kontakt är för ett barns harmoniska utveckling ett behov som det huvudsakligen tillkommit mödrarna att tillfredsställa	den moderna har barnpsykologin klarlagt hur betydelsefull emotionell kontakt är för ett barns harmoniska utveckling ett behov som det huvudsakligen mödrarna tillkommit tillfredsställa att	O O F O C O O O O C O O O O O O O O O O O F F O	den moderna barnpsykologin har hur betydelsefull emotionell tillkommit kontakt för ett barns harmoniska utveckling är ett behov som det klarlagt huvudsakligen mödrarna att tillfredsställa	O O O C O O O F O O O O O O F O O O O F O O O C
3702	I positiv riktning för kvinnornas yrkesverksamhet verkar den jämställdhet mellan flickor och pojkar som råder inom skolan .	i positiv riktning för kvinnornas yrkesverksamhet verkar den jämställdhet mellan flickor och pojkar som råder inom skolan	i positiv riktning för kvinnornas yrkesverksamhet verkar den jämställdhet mellan flickor och pojkar som råder inom skolan	O O O O O O C O O O O O O O C O O	i positiv riktning för råder kvinnornas yrkesverksamhet verkar den jämställdhet mellan flickor och pojkar som inom skolan	O O O O F O O C O O O O O O O O O
3703	Med det svenska skolväsendets omdaning har följt en stark utbildningsexpansion som förmodligen kommer att ha vittgående konsekvenser för den framtida gestaltningen av relationerna mellan könen .	med det svenska skolväsendets omdaning har följt en stark utbildningsexpansion som förmodligen kommer att ha vittgående konsekvenser för den framtida gestaltningen av relationerna mellan könen	med det svenska skolväsendets omdaning har följt en stark utbildningsexpansion som förmodligen kommer att ha vittgående konsekvenser för den framtida gestaltningen av relationerna mellan könen	O O O O O F F O O O O O C O C O O O O O O O O O O	med det svenska skolväsendets omdaning har kommer följt en stark utbildningsexpansion som förmodligen att vittgående konsekvenser för den framtida gestaltningen av ha relationerna mellan könen	O O O O O C F C O O O O O O O O O O O O O F O O O
3704	Sociologer har vanligen tolkat den ökade äktenskapsfrekvensen som ett tecken på kärnfamiljens växande betydelse som primärgrupp eftersom samhället saknar alternativa former för samlevnad i varaktiga lojala och stödgivande kollektiv .	sociologer har vanligen tolkat den ökade äktenskapsfrekvensen som ett tecken på kärnfamiljens växande betydelse som primärgrupp eftersom samhället saknar alternativa former för samlevnad i varaktiga lojala och stödgivande kollektiv	sociologer tolkat har vanligen den ökade äktenskapsfrekvensen som ett tecken på kärnfamiljens växande betydelse som primärgrupp eftersom samhället saknar alternativa former för samlevnad i varaktiga lojala och stödgivande kollektiv	O F F O O O O O O O O O O O O O O O C O O O O O O O O O O	sociologer vanligen tolkat har den saknar ökade äktenskapsfrekvensen som ett tecken på kärnfamiljens växande betydelse som primärgrupp eftersom samhället alternativa former för samlevnad i varaktiga lojala och stödgivande kollektiv	O O C F O F O O O O O O O O O O O O O O O O O O O O O O O
3705	Bortsett från familjen och i någon mån arbetsgruppen är det huvudsakligen medlemskap i sekundära grupper , massbildningar , organisationer , tillfälliga bekantskaper och anonyma församlingar som karakteriserar individens kontakter och samvaro med andra .	bortsett från familjen och i någon mån arbetsgruppen är det huvudsakligen medlemskap i sekundära grupper massbildningar organisationer tillfälliga bekantskaper och anonyma församlingar som karakteriserar individens kontakter och samvaro med andra	bortsett från familjen och i någon mån arbetsgruppen är det huvudsakligen medlemskap i sekundära grupper massbildningar organisationer tillfälliga bekantskaper och anonyma församlingar som individens karakteriserar kontakter och samvaro med andra	O O O O O O O O C O O O O O O O O O O O O O O O F O O O O O	bortsett från familjen karakteriserar och i någon mån arbetsgruppen är det huvudsakligen medlemskap i sekundära grupper massbildningar organisationer tillfälliga bekantskaper och anonyma församlingar som individens kontakter och samvaro med andra	O O O F O O O O O C O O O O O O O O O O O O O O O O O O O O
3706	I den familjesociologiska litteraturen möter man kontroversiella uppfattningar om den lilla , relativt isolerade och i teknisk-ekonomisk mening irrationellt organiserade familjegruppens inflytande på sina medlemmar .	i den familjesociologiska litteraturen möter man kontroversiella uppfattningar om den lilla relativt isolerade och i teknisk-ekonomisk mening irrationellt organiserade familjegruppens inflytande på sina medlemmar	i den familjesociologiska möter litteraturen man kontroversiella uppfattningar om den lilla relativt isolerade och i teknisk-ekonomisk mening irrationellt organiserade familjegruppens inflytande på sina medlemmar	O O O F O O O O O O O O O O O O O O O O O O O O	i den familjesociologiska litteraturen man kontroversiella uppfattningar om den lilla relativt isolerade och i teknisk-ekonomisk mening irrationellt möter organiserade familjegruppens inflytande på sina medlemmar	O O O O O O O O O O O O O O O O O F O O O O O O
3707	Vid en analys av familjens primärgruppsfunktion har man att skilja på två problemkomplex : å ena sidan familjemedlemmarnas inre relationer och å andra sidan familjemedlemmarnas relationer utåt .	vid en analys av familjens primärgruppsfunktion har man att skilja på två problemkomplex å ena sidan familjemedlemmarnas inre relationer och å andra sidan familjemedlemmarnas relationer utåt	vid en analys av familjens primärgruppsfunktion har man att skilja på två problemkomplex å ena sidan familjemedlemmarnas inre relationer och å andra sidan familjemedlemmarnas relationer utåt	O O O O O O C O O C O O O O O O O O O O O O O O O O	vid en analys av familjens primärgruppsfunktion man att skilja på två problemkomplex å ena sidan familjemedlemmarnas inre relationer och å andra sidan har familjemedlemmarnas relationer utåt	O O O O O O O O C O O O O O O O O O O O O O F O O O
3708	I det första fallet kan man diskutera i vad mån det är en realistisk föreställning att kärnfamiljen mäktar med huvudansvaret - för att inte säga monopolet - att tillfredsställa samtliga sina medlemmars psykologiska behov av sympati , personlig förståelse , uppmuntran och stöd .	i det första fallet kan man diskutera i vad mån det är en realistisk föreställning att kärnfamiljen mäktar med huvudansvaret för att inte säga monopolet att tillfredsställa samtliga sina medlemmars psykologiska behov av sympati personlig förståelse uppmuntran och stöd	i det första fallet diskutera kan man i vad mån det är en realistisk föreställning att kärnfamiljen mäktar med huvudansvaret för att inte monopolet säga tillfredsställa att samtliga sina medlemmars psykologiska behov av sympati personlig förståelse uppmuntran och stöd	O O O O F F O O O O O C O O O O O C O O O O O O F F O O O O O O O O O O O O O	i det första fallet kan man diskutera i vad mån det är mäktar en realistisk föreställning att kärnfamiljen med huvudansvaret för tillfredsställa att inte monopolet att samtliga sina medlemmars psykologiska behov säga av sympati personlig förståelse uppmuntran och stöd	O O O O C O C O O O O C F O O O O O O O O F O O O O O O O O O F O O O O O O O
3709	Kritiska röster har ifrågasatt om familjerna är kapabla att ge sina medlemmar realistisk ledning och konstruktivt stöd , och om inte deras ' accepterande ' av individen främjar resignation och ett undertryckande av produktivt missnöje som kunde ha lett till försök att övervinna svårigheter .	kritiska röster har ifrågasatt om familjerna är kapabla att ge sina medlemmar realistisk ledning och konstruktivt stöd och om inte deras accepterande av individen främjar resignation och ett undertryckande av produktivt missnöje som kunde ha lett till försök att övervinna svårigheter	kritiska röster har ifrågasatt om familjerna kapabla är ge att sina medlemmar realistisk ledning och konstruktivt stöd och om inte deras accepterande av individen främjar resignation och ett undertryckande av produktivt missnöje som kunde ha lett till försök att övervinna svårigheter	O O C C O O O F F O O O O O O O O O O O O O O O C O O O O O O O O C F F O O O C O	kritiska röster ifrågasatt har om familjerna är kapabla att sina medlemmar realistisk ledning och konstruktivt stöd och om inte deras accepterande lett av individen ge resignation och övervinna ett undertryckande av produktivt missnöje som kunde ha till försök att främjar svårigheter	O O C F O O C O O O O O O O O O O O O O O F O O F O O F O O O O O O C C O O O F O
3710	Går familjens behovstillfredsställelse delvis ut på flykt och sentimentalitet , fiktiv självhävdelse , ett avledande av bekymmer till förmån för en slapp anpassning till de befintliga sociala villkoren ?	går familjens behovstillfredsställelse delvis ut på flykt och sentimentalitet fiktiv självhävdelse ett avledande av bekymmer till förmån för en slapp anpassning till de befintliga sociala villkoren	går familjens behovstillfredsställelse delvis ut på flykt och sentimentalitet fiktiv självhävdelse ett avledande av bekymmer till förmån för en slapp anpassning till de befintliga sociala villkoren	C O O O O O O O O O O O O O O O O O O O O O O O O O	familjens behovstillfredsställelse delvis ut på flykt och sentimentalitet fiktiv självhävdelse går ett avledande av bekymmer till förmån för en slapp anpassning till de befintliga sociala villkoren	O O O O O O O O O O F O O O O O O O O O O O O O O O
3711	Inom familjeforskningen söker man efter kriterier på mental hälsa , dvs. man försöker fastställa vilka egenskaper man egentligen väntar sig att familjen skall främja hos sina medlemmar .	inom familjeforskningen söker man efter kriterier på mental hälsa dvs. man försöker fastställa vilka egenskaper man egentligen väntar sig att familjen skall främja hos sina medlemmar	inom familjeforskningen man söker efter kriterier på mental hälsa dvs. försöker man fastställa vilka egenskaper man egentligen väntar sig att familjen skall främja hos sina medlemmar	O O O F O O O O O O F O C O O O O C O O O F F O O O	inom familjeforskningen man efter kriterier söker på mental hälsa dvs. man fastställa vilka egenskaper man egentligen väntar sig att familjen skall försöker hos sina främja medlemmar	O O O O O F O O O O O C O O O O C O O O C F O O F O
